idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,detected_digit,detected_token_text,answer_step,candidate_policy,candidate_set,valid_single_token_candidates,skipped_multitoken_candidates,gt_token_id,gt_token_variant,gt_logprob_token,proxy_bias_value,proxy_bias_token_id,proxy_bias_token_variant,proxy_bias_logprob_token,margin_token,prefers_gt_token,gt_rank_window_token,entropy_token,num_valid_single_token_candidates,num_skipped_multitoken_candidates,generated_matches_proxy,full_hallucination
92,camel_prompt1,original_images/images/camel.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0075554801151156425,2,17,2,-6.1325554847717285,6.125000004656613,True,1,0.05904554948210716,5,0,False,False
94,caracal_prompt1,original_images/images/caracal.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004935344215482473,2,17,2,-6.551810264587402,6.54687492037192,True,1,0.04144388064742088,5,0,False,False
96,caribou_prompt1,original_images/images/caribou.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.009622973389923573,2,17,2,-6.603373050689697,6.593750077299774,True,1,0.0697021409869194,5,0,False,False
98,cassowary_prompt1,original_images/images/cassowary.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.006983514875173569,1,16,1,-6.210108280181885,6.203124765306711,True,1,0.05314609780907631,5,0,False,False
100,cheetah_prompt1,original_images/images/cheetah.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0056493147276341915,2,17,2,-6.693149089813232,6.687499775085598,True,1,0.04601084068417549,5,0,False,False
102,chicken_prompt1,original_images/images/chicken.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.013477292843163013,4,19,4,-5.200977325439453,5.18750003259629,True,1,0.09390703588724136,5,0,False,False
104,cow_prompt1,original_images/images/cow.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.007638176903128624,2,17,2,-7.038887977600098,7.031249800696969,True,1,0.056741416454315186,5,0,False,False
106,coyote_prompt1,original_images/images/coyote.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0025958672631531954,2,17,2,-7.518220901489258,7.515625034226105,True,1,0.023836011067032814,5,0,False,False
108,crane_prompt1,original_images/images/crane.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.016166316345334053,4,19,4,-4.7036662101745605,4.6874998938292265,True,1,0.10487212240695953,5,0,False,False
110,deer_prompt1,original_images/images/deer.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00502691650763154,2,17,2,-6.755026817321777,6.749999900814146,True,1,0.0394275039434433,5,0,False,False
112,dingo_prompt1,original_images/images/dingo.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0068825320340693,2,17,2,-6.741257667541504,6.734375135507435,True,1,0.052389927208423615,5,0,False,False
114,domestic_cat_prompt1,original_images/images/domestic cat.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.017346102744340897,2,17,2,-6.236095905303955,6.218749802559614,True,1,0.11560572683811188,5,0,False,False
116,domestic_dog_prompt1,original_images/images/domestic dog.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004394042305648327,2,17,2,-6.926269054412842,6.9218750121071935,True,1,0.03680342063307762,5,0,False,False
118,donkey_prompt1,original_images/images/donkey.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.003010267624631524,2,17,2,-6.987385272979736,6.984375005355105,True,1,0.025804033502936363,5,0,False,False
120,dromedary_camel_prompt1,original_images/images/dromedary camel.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006341454107314348,2,17,2,-6.146966457366943,6.140625003259629,True,1,0.0512349009513855,5,0,False,False
122,duck_prompt1,original_images/images/duck.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,737,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.01182357408106327,4,19,4,-4.949323654174805,4.937500080093741,True,1,0.0796244889497757,5,0,False,False
124,egret_prompt1,original_images/images/egret.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,764,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.005437702406197786,1,16,1,-6.067937850952148,6.062500148545951,True,1,0.0423240140080452,5,0,False,False
126,eland_prompt1,original_images/images/eland.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0061734700575470924,2,17,2,-6.615548610687256,6.609375140629709,True,1,0.04867910221219063,5,0,False,False
128,elk_prompt1,original_images/images/elk.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,777,448,339,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004342887084931135,2,17,2,-6.957468032836914,6.953125145751983,True,1,0.03629127889871597,5,0,False,False
130,emu_prompt1,original_images/images/emu.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,699,448,305,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.04226047173142433,4,19,4,-3.6516354084014893,3.609374936670065,True,1,0.22488529980182648,5,0,False,False
132,fennec_fox_prompt1,original_images/images/fennec fox.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,635,448,277,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.005543810781091452,2,17,2,-6.3649187088012695,6.359374898020178,True,1,0.04510573297739029,5,0,False,False
134,gazelle_prompt1,original_images/images/gazelle.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,670,448,293,"(1, 1929)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004717411007732153,2,17,2,-6.4734673500061035,6.468749938998371,True,1,0.037465088069438934,5,0,False,False
136,giraffe_prompt1,original_images/images/giraffe.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,725,448,317,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00710946274921298,5,20,5,-7.428984642028809,7.421875179279596,True,1,0.05488701909780502,5,0,False,False
138,gnu_prompt1,original_images/images/gnu.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,654,448,286,"(1, 1929)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.007253857795149088,2,17,2,-6.897878646850586,6.890624789055437,True,1,0.05375199764966965,5,0,False,False
140,goat_prompt1,original_images/images/goat.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,648,448,283,"(1, 1929)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006265165749937296,2,17,2,-6.943765163421631,6.937499997671694,True,1,0.048339392989873886,5,0,False,False
142,gray_wolf_prompt1,original_images/images/gray wolf.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,632,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0034459992311894894,2,17,2,-7.675321102142334,7.6718751029111445,True,1,0.030541716143488884,5,0,False,False
144,hare_prompt1,original_images/images/hare.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,754,448,329,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.011401496827602386,2,17,2,-5.573901653289795,5.5625001564621925,True,1,0.08206743001937866,5,0,False,False
146,heron_prompt1,original_images/images/heron.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.006504317279905081,1,16,1,-5.803379535675049,5.796875218395144,True,1,0.04914333298802376,5,0,False,False
148,hippopotamus_prompt1,original_images/images/hippopotamus.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,632,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.008182928897440434,2,17,2,-5.976933002471924,5.968750073574483,True,1,0.06018548831343651,5,0,False,False
150,horse_prompt1,original_images/images/horse.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,641,448,280,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.007434203289449215,2,17,2,-7.523059368133545,7.515625164844096,True,1,0.05461233854293823,5,0,False,False
152,hyena_prompt1,original_images/images/hyena.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,703,448,307,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0060107894241809845,2,17,2,-6.037261009216309,6.031250219792128,True,1,0.04644038528203964,5,0,False,False
154,ibex_prompt1,original_images/images/ibex.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0061584231443703175,2,17,2,-6.678033351898193,6.671874928753823,True,1,0.04885232448577881,5,0,False,False
156,ibis_prompt1,original_images/images/ibis.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.007963573560118675,4,19,4,-6.14858865737915,6.140625083819032,True,1,0.05971139296889305,5,0,False,False
158,impala_prompt1,original_images/images/impala.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,785,448,343,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0043073976412415504,2,17,2,-6.519932270050049,6.515624872408807,True,1,0.03535839915275574,5,0,False,False
160,indian_rhinoceros_prompt1,original_images/images/indian rhinoceros.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,816,448,357,"(1, 1713)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00819156039506197,2,17,2,-5.9300665855407715,5.9218750251457095,True,1,0.06330157816410065,5,0,False,False
162,jackal_prompt1,original_images/images/jackal.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00312067405320704,2,17,2,-7.2687458992004395,7.265625225147232,True,1,0.02738942764699459,5,0,False,False
164,jaguar_prompt1,original_images/images/jaguar.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,491,448,214,"(1, 2143)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00604989193379879,2,17,2,-6.552925109863281,6.5468752179294825,True,1,0.04869223013520241,5,0,False,False
166,kudu_prompt1,original_images/images/kudu.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,784,448,343,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004824070259928703,2,17,2,-6.364199161529541,6.359375091269612,True,1,0.039368242025375366,5,0,False,False
168,lapwing_prompt1,original_images/images/lapwing.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.005604743491858244,1,16,1,-5.7087297439575195,5.703125000465661,True,1,0.0418853722512722,5,0,False,False
170,leopard_prompt1,original_images/images/leopard.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,510,448,223,"(1, 2253)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004946731962263584,2,17,2,-6.770571708679199,6.765624976716936,True,1,0.04010976850986481,5,0,False,False
172,lion_prompt1,original_images/images/lion.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,943,448,412,"(1, 3518)","(1, 5, 3, 384, 384)",5,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004813274368643761,2,17,2,-6.442313194274902,6.437499919906259,True,1,0.040139663964509964,5,0,False,False
174,llama_prompt1,original_images/images/llama.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,706,448,308,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004319979343563318,2,17,2,-6.47307014465332,6.468750165309757,True,1,0.03645678609609604,5,0,False,False
176,lynx_prompt1,original_images/images/lynx.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.012998844496905804,2,17,2,-5.934874057769775,5.92187521327287,True,1,0.09182311594486237,5,0,False,False
