idx,ID,topic,sub_topic,ground_truth_num,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,n_tokens,entropy_step1,entropy_mean,candidate_token_ids,token_logprobs
56,audi_prompt1,Logos,cars,4,2,2,ok,exact,-11.022871971130373,-11.022871971130373,-11.022871971130373,1,0.0567359626293182,0.0567359626293182,[17],[-11.022871971130371]
56,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.054121971130371,-8.054121971130371,-8.054121971130371,1,0.0567359626293182,0.0567359626293182,[18],[-8.054121971130371]
56,audi_prompt1,Logos,cars,4,4,4,ok,exact,-7.866621971130371,-7.866621971130371,-7.866621971130371,1,0.0567359626293182,0.0567359626293182,[19],[-7.866621971130371]
56,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.350996971130373,-9.350996971130373,-9.350996971130373,1,0.0567359626293182,0.0567359626293182,[20],[-9.350996971130371]
56,audi_prompt1,Logos,cars,4,6,6,ok,exact,-9.929121971130373,-9.929121971130373,-9.929121971130373,1,0.0567359626293182,0.0567359626293182,[21],[-9.929121971130371]
58,audi_prompt1,Logos,cars,4,2,2,ok,exact,-10.936079978942873,-10.936079978942873,-10.936079978942873,1,0.0985255762934684,0.0985255762934684,[17],[-10.936079978942871]
58,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.186079978942871,-8.186079978942871,-8.186079978942871,1,0.0985255762934684,0.0985255762934684,[18],[-8.186079978942871]
58,audi_prompt1,Logos,cars,4,4,4,ok,exact,-7.326704978942871,-7.326704978942871,-7.326704978942871,1,0.0985255762934684,0.0985255762934684,[19],[-7.326704978942871]
58,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.264204978942873,-9.264204978942873,-9.264204978942873,1,0.0985255762934684,0.0985255762934684,[20],[-9.264204978942871]
58,audi_prompt1,Logos,cars,4,6,6,ok,exact,-10.201704978942873,-10.201704978942873,-10.201704978942873,1,0.0985255762934684,0.0985255762934684,[21],[-10.201704978942871]
60,audi_prompt1,Logos,cars,4,2,2,ok,exact,-10.127177238464355,-10.127177238464355,-10.127177238464355,1,0.1238133013248443,0.1238133013248443,[17],[-10.127177238464355]
60,audi_prompt1,Logos,cars,4,3,3,ok,exact,-7.095926761627197,-7.095926761627197,-7.095926761627197,1,0.1238133013248443,0.1238133013248443,[18],[-7.095926761627197]
60,audi_prompt1,Logos,cars,4,4,4,ok,exact,-8.236552238464355,-8.236552238464355,-8.236552238464355,1,0.1238133013248443,0.1238133013248443,[19],[-8.236552238464355]
60,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.002177238464355,-9.002177238464355,-9.002177238464355,1,0.1238133013248443,0.1238133013248443,[20],[-9.002177238464355]
60,audi_prompt1,Logos,cars,4,6,6,ok,exact,-8.345927238464355,-8.345927238464355,-8.345927238464355,1,0.1238133013248443,0.1238133013248443,[21],[-8.345927238464355]
62,audi_prompt1,Logos,cars,4,2,2,ok,exact,-11.40546417236328,-11.40546417236328,-11.40546417236328,1,0.0986381769180297,0.0986381769180297,[17],[-11.405464172363281]
62,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.624214172363281,-8.624214172363281,-8.624214172363281,1,0.0986381769180297,0.0986381769180297,[18],[-8.624214172363281]
62,audi_prompt1,Logos,cars,4,4,4,ok,exact,-7.717964172363281,-7.717964172363281,-7.717964172363281,1,0.0986381769180297,0.0986381769180297,[19],[-7.717964172363281]
62,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.74921417236328,-9.74921417236328,-9.74921417236328,1,0.0986381769180297,0.0986381769180297,[20],[-9.749214172363281]
62,audi_prompt1,Logos,cars,4,6,6,ok,exact,-10.35858917236328,-10.35858917236328,-10.35858917236328,1,0.0986381769180297,0.0986381769180297,[21],[-10.358589172363281]
64,audi_prompt1,Logos,cars,4,2,2,ok,exact,-10.484597206115724,-10.484597206115724,-10.484597206115724,1,0.1162021309137344,0.1162021309137344,[17],[-10.484597206115723]
64,audi_prompt1,Logos,cars,4,3,3,ok,exact,-7.093972206115723,-7.093972206115723,-7.093972206115723,1,0.1162021309137344,0.1162021309137344,[18],[-7.093972206115723]
64,audi_prompt1,Logos,cars,4,4,4,ok,exact,-5.843972206115723,-5.843972206115723,-5.843972206115723,1,0.1162021309137344,0.1162021309137344,[19],[-5.843972206115723]
64,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.750222206115724,-9.750222206115724,-9.750222206115724,1,0.1162021309137344,0.1162021309137344,[20],[-9.750222206115723]
64,audi_prompt1,Logos,cars,4,6,6,ok,exact,-8.312722206115723,-8.312722206115723,-8.312722206115723,1,0.1162021309137344,0.1162021309137344,[21],[-8.312722206115723]
66,audi_prompt1,Logos,cars,4,2,2,ok,exact,-11.133048057556152,-11.133048057556152,-11.133048057556152,1,0.0642061531543731,0.0642061531543731,[17],[-11.133048057556152]
66,audi_prompt1,Logos,cars,4,3,3,ok,exact,-7.804923057556152,-7.804923057556152,-7.804923057556152,1,0.0642061531543731,0.0642061531543731,[18],[-7.804923057556152]
66,audi_prompt1,Logos,cars,4,4,4,ok,exact,-6.945548057556152,-6.945548057556152,-6.945548057556152,1,0.0642061531543731,0.0642061531543731,[19],[-6.945548057556152]
66,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.133048057556152,-9.133048057556152,-9.133048057556152,1,0.0642061531543731,0.0642061531543731,[20],[-9.133048057556152]
66,audi_prompt1,Logos,cars,4,6,6,ok,exact,-9.351798057556152,-9.351798057556152,-9.351798057556152,1,0.0642061531543731,0.0642061531543731,[21],[-9.351798057556152]
68,audi_prompt1,Logos,cars,4,2,2,ok,exact,-10.872614860534668,-10.872614860534668,-10.872614860534668,1,0.0952437743544578,0.0952437743544578,[17],[-10.872614860534668]
68,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.294489860534668,-8.294489860534668,-8.294489860534668,1,0.0952437743544578,0.0952437743544578,[18],[-8.294489860534668]
68,audi_prompt1,Logos,cars,4,4,4,ok,exact,-7.26323938369751,-7.26323938369751,-7.26323938369751,1,0.0952437743544578,0.0952437743544578,[19],[-7.26323938369751]
68,audi_prompt1,Logos,cars,4,5,5,ok,exact,-8.372614860534668,-8.372614860534668,-8.372614860534668,1,0.0952437743544578,0.0952437743544578,[20],[-8.372614860534668]
68,audi_prompt1,Logos,cars,4,6,6,ok,exact,-8.903864860534668,-8.903864860534668,-8.903864860534668,1,0.0952437743544578,0.0952437743544578,[21],[-8.903864860534668]
70,audi_prompt1,Logos,cars,4,2,2,ok,exact,-11.539740562438965,-11.539740562438965,-11.539740562438965,1,0.0646979361772537,0.0646979361772537,[17],[-11.539740562438965]
70,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.789740562438965,-8.789740562438965,-8.789740562438965,1,0.0646979361772537,0.0646979361772537,[18],[-8.789740562438965]
70,audi_prompt1,Logos,cars,4,4,4,ok,exact,-6.820990562438965,-6.820990562438965,-6.820990562438965,1,0.0646979361772537,0.0646979361772537,[19],[-6.820990562438965]
70,audi_prompt1,Logos,cars,4,5,5,ok,exact,-8.617865562438965,-8.617865562438965,-8.617865562438965,1,0.0646979361772537,0.0646979361772537,[20],[-8.617865562438965]
70,audi_prompt1,Logos,cars,4,6,6,ok,exact,-10.070990562438965,-10.070990562438965,-10.070990562438965,1,0.0646979361772537,0.0646979361772537,[21],[-10.070990562438965]
72,audi_prompt1,Logos,cars,4,2,2,ok,exact,-11.67717742919922,-11.67717742919922,-11.67717742919922,1,0.0427918285131454,0.0427918285131454,[17],[-11.677177429199219]
72,audi_prompt1,Logos,cars,4,3,3,ok,exact,-10.20842742919922,-10.20842742919922,-10.20842742919922,1,0.0427918285131454,0.0427918285131454,[18],[-10.208427429199219]
72,audi_prompt1,Logos,cars,4,4,4,ok,exact,-6.849052429199219,-6.849052429199219,-6.849052429199219,1,0.0427918285131454,0.0427918285131454,[19],[-6.849052429199219]
72,audi_prompt1,Logos,cars,4,5,5,ok,exact,-10.95842742919922,-10.95842742919922,-10.95842742919922,1,0.0427918285131454,0.0427918285131454,[20],[-10.958427429199219]
72,audi_prompt1,Logos,cars,4,6,6,ok,exact,-11.50530242919922,-11.50530242919922,-11.50530242919922,1,0.0427918285131454,0.0427918285131454,[21],[-11.505302429199219]
74,audi_prompt1,Logos,cars,4,2,2,ok,exact,-9.961487770080566,-9.961487770080566,-9.961487770080566,1,0.0632937103509903,0.0632937103509903,[17],[-9.961487770080566]
74,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.133362770080566,-8.133362770080566,-8.133362770080566,1,0.0632937103509903,0.0632937103509903,[18],[-8.133362770080566]
74,audi_prompt1,Logos,cars,4,4,4,ok,exact,-8.211487770080566,-8.211487770080566,-8.211487770080566,1,0.0632937103509903,0.0632937103509903,[19],[-8.211487770080566]
74,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.898987770080566,-9.898987770080566,-9.898987770080566,1,0.0632937103509903,0.0632937103509903,[20],[-9.898987770080566]
74,audi_prompt1,Logos,cars,4,6,6,ok,exact,-9.445862770080566,-9.445862770080566,-9.445862770080566,1,0.0632937103509903,0.0632937103509903,[21],[-9.445862770080566]
76,audi_prompt1,Logos,cars,4,2,2,ok,exact,-9.880133628845217,-9.880133628845217,-9.880133628845217,1,0.1338094174861908,0.1338094174861908,[17],[-9.880133628845215]
76,audi_prompt1,Logos,cars,4,3,3,ok,exact,-6.942633628845215,-6.942633628845215,-6.942633628845215,1,0.1338094174861908,0.1338094174861908,[18],[-6.942633628845215]
76,audi_prompt1,Logos,cars,4,4,4,ok,exact,-7.786383628845215,-7.786383628845215,-7.786383628845215,1,0.1338094174861908,0.1338094174861908,[19],[-7.786383628845215]
76,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.255133628845217,-9.255133628845217,-9.255133628845217,1,0.1338094174861908,0.1338094174861908,[20],[-9.255133628845215]
76,audi_prompt1,Logos,cars,4,6,6,ok,exact,-9.427008628845217,-9.427008628845217,-9.427008628845217,1,0.1338094174861908,0.1338094174861908,[21],[-9.427008628845215]
78,audi_prompt1,Logos,cars,4,2,2,ok,exact,-10.64927577972412,-10.64927577972412,-10.64927577972412,1,0.1479761004447937,0.1479761004447937,[17],[-10.649275779724121]
78,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.321150779724121,-8.321150779724121,-8.321150779724121,1,0.1479761004447937,0.1479761004447937,[18],[-8.321150779724121]
78,audi_prompt1,Logos,cars,4,4,4,ok,exact,-8.039900779724121,-8.039900779724121,-8.039900779724121,1,0.1479761004447937,0.1479761004447937,[19],[-8.039900779724121]
78,audi_prompt1,Logos,cars,4,5,5,ok,exact,-9.05552577972412,-9.05552577972412,-9.05552577972412,1,0.1479761004447937,0.1479761004447937,[20],[-9.055525779724121]
78,audi_prompt1,Logos,cars,4,6,6,ok,exact,-9.52427577972412,-9.52427577972412,-9.52427577972412,1,0.1479761004447937,0.1479761004447937,[21],[-9.524275779724121]
80,avocet_prompt1,Animals,animal,2,0,0,ok,exact,-14.360772132873535,-14.360772132873535,-14.360772132873535,1,0.0128274597227573,0.0128274597227573,[15],[-14.360772132873535]
80,avocet_prompt1,Animals,animal,2,1,1,ok,exact,-11.376397132873535,-11.376397132873535,-11.376397132873535,1,0.0128274597227573,0.0128274597227573,[16],[-11.376397132873535]
80,avocet_prompt1,Animals,animal,2,2,2,ok,exact,-8.626397132873535,-8.626397132873535,-8.626397132873535,1,0.0128274597227573,0.0128274597227573,[17],[-8.626397132873535]
80,avocet_prompt1,Animals,animal,2,3,3,ok,exact,-14.501397132873535,-14.501397132873535,-14.501397132873535,1,0.0128274597227573,0.0128274597227573,[18],[-14.501397132873535]
80,avocet_prompt1,Animals,animal,2,4,4,ok,exact,-12.954522132873535,-12.954522132873535,-12.954522132873535,1,0.0128274597227573,0.0128274597227573,[19],[-12.954522132873535]
82,bactrian_camel_prompt1,Animals,animal,4,2,2,ok,exact,-11.784939765930176,-11.784939765930176,-11.784939765930176,1,0.0301895253360271,0.0301895253360271,[17],[-11.784939765930176]
82,bactrian_camel_prompt1,Animals,animal,4,3,3,ok,exact,-14.691189765930176,-14.691189765930176,-14.691189765930176,1,0.0301895253360271,0.0301895253360271,[18],[-14.691189765930176]
82,bactrian_camel_prompt1,Animals,animal,4,4,4,ok,exact,-5.956815242767334,-5.956815242767334,-5.956815242767334,1,0.0301895253360271,0.0301895253360271,[19],[-5.956815242767334]
82,bactrian_camel_prompt1,Animals,animal,4,5,5,ok,exact,-12.691189765930176,-12.691189765930176,-12.691189765930176,1,0.0301895253360271,0.0301895253360271,[20],[-12.691189765930176]
82,bactrian_camel_prompt1,Animals,animal,4,6,6,ok,exact,-9.691189765930176,-9.691189765930176,-9.691189765930176,1,0.0301895253360271,0.0301895253360271,[21],[-9.691189765930176]
84,bighorn_sheep_prompt1,Animals,animal,4,2,2,ok,exact,-13.12822437286377,-13.12822437286377,-13.12822437286377,1,0.0250208508223295,0.0250208508223295,[17],[-13.12822437286377]
84,bighorn_sheep_prompt1,Animals,animal,4,3,3,ok,exact,-14.19072437286377,-14.19072437286377,-14.19072437286377,1,0.0250208508223295,0.0250208508223295,[18],[-14.19072437286377]
84,bighorn_sheep_prompt1,Animals,animal,4,4,4,ok,exact,-5.925098896026611,-5.925098896026611,-5.925098896026611,1,0.0250208508223295,0.0250208508223295,[19],[-5.925098896026611]
84,bighorn_sheep_prompt1,Animals,animal,4,5,5,ok,exact,-13.87822437286377,-13.87822437286377,-13.87822437286377,1,0.0250208508223295,0.0250208508223295,[20],[-13.87822437286377]
84,bighorn_sheep_prompt1,Animals,animal,4,6,6,ok,exact,-11.45634937286377,-11.45634937286377,-11.45634937286377,1,0.0250208508223295,0.0250208508223295,[21],[-11.45634937286377]
86,bison_prompt1,Animals,animal,4,2,2,ok,exact,-12.987853050231934,-12.987853050231934,-12.987853050231934,1,0.0280130729079246,0.0280130729079246,[17],[-12.987853050231934]
86,bison_prompt1,Animals,animal,4,3,3,ok,exact,-14.112853050231934,-14.112853050231934,-14.112853050231934,1,0.0280130729079246,0.0280130729079246,[18],[-14.112853050231934]
86,bison_prompt1,Animals,animal,4,4,4,ok,exact,-5.972228050231934,-5.972228050231934,-5.972228050231934,1,0.0280130729079246,0.0280130729079246,[19],[-5.972228050231934]
86,bison_prompt1,Animals,animal,4,5,5,ok,exact,-13.409728050231934,-13.409728050231934,-13.409728050231934,1,0.0280130729079246,0.0280130729079246,[20],[-13.409728050231934]
86,bison_prompt1,Animals,animal,4,6,6,ok,exact,-11.565978050231934,-11.565978050231934,-11.565978050231934,1,0.0280130729079246,0.0280130729079246,[21],[-11.565978050231934]
88,bobcat_prompt1,Animals,animal,4,2,2,ok,exact,-12.361886978149414,-12.361886978149414,-12.361886978149414,1,0.0216014925390481,0.0216014925390481,[17],[-12.361886978149414]
88,bobcat_prompt1,Animals,animal,4,3,3,ok,exact,-14.877511978149414,-14.877511978149414,-14.877511978149414,1,0.0216014925390481,0.0216014925390481,[18],[-14.877511978149414]
88,bobcat_prompt1,Animals,animal,4,4,4,ok,exact,-6.315011978149414,-6.315011978149414,-6.315011978149414,1,0.0216014925390481,0.0216014925390481,[19],[-6.315011978149414]
88,bobcat_prompt1,Animals,animal,4,5,5,ok,exact,-12.924386978149414,-12.924386978149414,-12.924386978149414,1,0.0216014925390481,0.0216014925390481,[20],[-12.924386978149414]
88,bobcat_prompt1,Animals,animal,4,6,6,ok,exact,-11.315011978149414,-11.315011978149414,-11.315011978149414,1,0.0216014925390481,0.0216014925390481,[21],[-11.315011978149414]
90,buffalo_prompt1,Animals,animal,4,2,2,ok,exact,-12.489322662353516,-12.489322662353516,-12.489322662353516,1,0.0368844121694564,0.0368844121694564,[17],[-12.489322662353516]
90,buffalo_prompt1,Animals,animal,4,3,3,ok,exact,-13.489322662353516,-13.489322662353516,-13.489322662353516,1,0.0368844121694564,0.0368844121694564,[18],[-13.489322662353516]
90,buffalo_prompt1,Animals,animal,4,4,4,ok,exact,-5.551822185516357,-5.551822185516357,-5.551822185516357,1,0.0368844121694564,0.0368844121694564,[19],[-5.551822185516357]
90,buffalo_prompt1,Animals,animal,4,5,5,ok,exact,-13.379947662353516,-13.379947662353516,-13.379947662353516,1,0.0368844121694564,0.0368844121694564,[20],[-13.379947662353516]
90,buffalo_prompt1,Animals,animal,4,6,6,ok,exact,-11.348697662353516,-11.348697662353516,-11.348697662353516,1,0.0368844121694564,0.0368844121694564,[21],[-11.348697662353516]
92,camel_prompt1,Animals,animal,4,2,2,ok,exact,-12.597163200378418,-12.597163200378418,-12.597163200378418,1,0.0279214084148406,0.0279214084148406,[17],[-12.597163200378418]
92,camel_prompt1,Animals,animal,4,3,3,ok,exact,-15.003413200378418,-15.003413200378418,-15.003413200378418,1,0.0279214084148406,0.0279214084148406,[18],[-15.003413200378418]
92,camel_prompt1,Animals,animal,4,4,4,ok,exact,-6.003413200378418,-6.003413200378418,-6.003413200378418,1,0.0279214084148406,0.0279214084148406,[19],[-6.003413200378418]
92,camel_prompt1,Animals,animal,4,5,5,ok,exact,-12.534663200378418,-12.534663200378418,-12.534663200378418,1,0.0279214084148406,0.0279214084148406,[20],[-12.534663200378418]
92,camel_prompt1,Animals,animal,4,6,6,ok,exact,-9.300288200378418,-9.300288200378418,-9.300288200378418,1,0.0279214084148406,0.0279214084148406,[21],[-9.300288200378418]
94,caracal_prompt1,Animals,animal,4,2,2,ok,exact,-11.86605167388916,-11.86605167388916,-11.86605167388916,1,0.0455785132944583,0.0455785132944583,[17],[-11.86605167388916]
94,caracal_prompt1,Animals,animal,4,3,3,ok,exact,-13.35042667388916,-13.35042667388916,-13.35042667388916,1,0.0455785132944583,0.0455785132944583,[18],[-13.35042667388916]
94,caracal_prompt1,Animals,animal,4,4,4,ok,exact,-5.14730167388916,-5.14730167388916,-5.14730167388916,1,0.0455785132944583,0.0455785132944583,[19],[-5.14730167388916]
94,caracal_prompt1,Animals,animal,4,5,5,ok,exact,-12.25667667388916,-12.25667667388916,-12.25667667388916,1,0.0455785132944583,0.0455785132944583,[20],[-12.25667667388916]
94,caracal_prompt1,Animals,animal,4,6,6,ok,exact,-10.06917667388916,-10.06917667388916,-10.06917667388916,1,0.0455785132944583,0.0455785132944583,[21],[-10.06917667388916]
96,caribou_prompt1,Animals,animal,4,2,2,ok,exact,-13.29966926574707,-13.29966926574707,-13.29966926574707,1,0.0221347957849502,0.0221347957849502,[17],[-13.29966926574707]
96,caribou_prompt1,Animals,animal,4,3,3,ok,exact,-14.78404426574707,-14.78404426574707,-14.78404426574707,1,0.0221347957849502,0.0221347957849502,[18],[-14.78404426574707]
96,caribou_prompt1,Animals,animal,4,4,4,ok,exact,-6.0652947425842285,-6.0652947425842285,-6.0652947425842285,1,0.0221347957849502,0.0221347957849502,[19],[-6.0652947425842285]
96,caribou_prompt1,Animals,animal,4,5,5,ok,exact,-14.20591926574707,-14.20591926574707,-14.20591926574707,1,0.0221347957849502,0.0221347957849502,[20],[-14.20591926574707]
96,caribou_prompt1,Animals,animal,4,6,6,ok,exact,-12.20591926574707,-12.20591926574707,-12.20591926574707,1,0.0221347957849502,0.0221347957849502,[21],[-12.20591926574707]
98,cassowary_prompt1,Animals,animal,2,0,0,ok,exact,-13.471027374267578,-13.471027374267578,-13.471027374267578,1,0.0202479865401983,0.0202479865401983,[15],[-13.471027374267578]
98,cassowary_prompt1,Animals,animal,2,1,1,ok,exact,-12.424152374267578,-12.424152374267578,-12.424152374267578,1,0.0202479865401983,0.0202479865401983,[16],[-12.424152374267578]
98,cassowary_prompt1,Animals,animal,2,2,2,ok,exact,-7.846027851104736,-7.846027851104736,-7.846027851104736,1,0.0202479865401983,0.0202479865401983,[17],[-7.846027851104736]
98,cassowary_prompt1,Animals,animal,2,3,3,ok,exact,-13.939777374267578,-13.939777374267578,-13.939777374267578,1,0.0202479865401983,0.0202479865401983,[18],[-13.939777374267578]
98,cassowary_prompt1,Animals,animal,2,4,4,ok,exact,-9.205402374267578,-9.205402374267578,-9.205402374267578,1,0.0202479865401983,0.0202479865401983,[19],[-9.205402374267578]
100,cheetah_prompt1,Animals,animal,4,2,2,ok,exact,-11.725078582763672,-11.725078582763672,-11.725078582763672,1,0.0448759868741035,0.0448759868741035,[17],[-11.725078582763672]
100,cheetah_prompt1,Animals,animal,4,3,3,ok,exact,-14.193828582763672,-14.193828582763672,-14.193828582763672,1,0.0448759868741035,0.0448759868741035,[18],[-14.193828582763672]
100,cheetah_prompt1,Animals,animal,4,4,4,ok,exact,-5.240703105926514,-5.240703105926514,-5.240703105926514,1,0.0448759868741035,0.0448759868741035,[19],[-5.240703105926514]
100,cheetah_prompt1,Animals,animal,4,5,5,ok,exact,-13.412578582763672,-13.412578582763672,-13.412578582763672,1,0.0448759868741035,0.0448759868741035,[20],[-13.412578582763672]
100,cheetah_prompt1,Animals,animal,4,6,6,ok,exact,-10.584453582763672,-10.584453582763672,-10.584453582763672,1,0.0448759868741035,0.0448759868741035,[21],[-10.584453582763672]
102,chicken_prompt1,Animals,animal,2,0,0,ok,exact,-13.67328643798828,-13.67328643798828,-13.67328643798828,1,0.0136146191507577,0.0136146191507577,[15],[-13.673286437988281]
102,chicken_prompt1,Animals,animal,2,1,1,ok,exact,-12.25141143798828,-12.25141143798828,-12.25141143798828,1,0.0136146191507577,0.0136146191507577,[16],[-12.251411437988281]
102,chicken_prompt1,Animals,animal,2,2,2,ok,exact,-7.798286437988281,-7.798286437988281,-7.798286437988281,1,0.0136146191507577,0.0136146191507577,[17],[-7.798286437988281]
102,chicken_prompt1,Animals,animal,2,3,3,ok,exact,-14.22016143798828,-14.22016143798828,-14.22016143798828,1,0.0136146191507577,0.0136146191507577,[18],[-14.220161437988281]
102,chicken_prompt1,Animals,animal,2,4,4,ok,exact,-8.860786437988281,-8.860786437988281,-8.860786437988281,1,0.0136146191507577,0.0136146191507577,[19],[-8.860786437988281]
104,cow_prompt1,Animals,animal,4,2,2,ok,exact,-13.457744598388672,-13.457744598388672,-13.457744598388672,1,0.0334343276917934,0.0334343276917934,[17],[-13.457744598388672]
104,cow_prompt1,Animals,animal,4,3,3,ok,exact,-14.160869598388672,-14.160869598388672,-14.160869598388672,1,0.0334343276917934,0.0334343276917934,[18],[-14.160869598388672]
104,cow_prompt1,Animals,animal,4,4,4,ok,exact,-5.551494598388672,-5.551494598388672,-5.551494598388672,1,0.0334343276917934,0.0334343276917934,[19],[-5.551494598388672]
104,cow_prompt1,Animals,animal,4,5,5,ok,exact,-14.551494598388672,-14.551494598388672,-14.551494598388672,1,0.0334343276917934,0.0334343276917934,[20],[-14.551494598388672]
104,cow_prompt1,Animals,animal,4,6,6,ok,exact,-12.504619598388672,-12.504619598388672,-12.504619598388672,1,0.0334343276917934,0.0334343276917934,[21],[-12.504619598388672]
106,coyote_prompt1,Animals,animal,4,2,2,ok,exact,-13.173912048339844,-13.173912048339844,-13.173912048339844,1,0.0170123577117919,0.0170123577117919,[17],[-13.173912048339844]
106,coyote_prompt1,Animals,animal,4,3,3,ok,exact,-15.353599548339844,-15.353599548339844,-15.353599548339844,1,0.0170123577117919,0.0170123577117919,[18],[-15.353599548339844]
106,coyote_prompt1,Animals,animal,4,4,4,ok,exact,-6.4082865715026855,-6.4082865715026855,-6.4082865715026855,1,0.0170123577117919,0.0170123577117919,[19],[-6.4082865715026855]
106,coyote_prompt1,Animals,animal,4,5,5,ok,exact,-14.611412048339844,-14.611412048339844,-14.611412048339844,1,0.0170123577117919,0.0170123577117919,[20],[-14.611412048339844]
106,coyote_prompt1,Animals,animal,4,6,6,ok,exact,-13.033287048339844,-13.033287048339844,-13.033287048339844,1,0.0170123577117919,0.0170123577117919,[21],[-13.033287048339844]
108,crane_prompt1,Animals,animal,2,0,0,ok,exact,-14.329351425170898,-14.329351425170898,-14.329351425170898,1,0.0117386383935809,0.0117386383935809,[15],[-14.329351425170898]
108,crane_prompt1,Animals,animal,2,1,1,ok,exact,-11.610601425170898,-11.610601425170898,-11.610601425170898,1,0.0117386383935809,0.0117386383935809,[16],[-11.610601425170898]
108,crane_prompt1,Animals,animal,2,2,2,ok,exact,-8.204351425170898,-8.204351425170898,-8.204351425170898,1,0.0117386383935809,0.0117386383935809,[17],[-8.204351425170898]
108,crane_prompt1,Animals,animal,2,3,3,ok,exact,-14.438726425170898,-14.438726425170898,-14.438726425170898,1,0.0117386383935809,0.0117386383935809,[18],[-14.438726425170898]
108,crane_prompt1,Animals,animal,2,4,4,ok,exact,-11.110601425170898,-11.110601425170898,-11.110601425170898,1,0.0117386383935809,0.0117386383935809,[19],[-11.110601425170898]
110,deer_prompt1,Animals,animal,4,2,2,ok,exact,-13.190250396728516,-13.190250396728516,-13.190250396728516,1,0.0223150439560413,0.0223150439560413,[17],[-13.190250396728516]
110,deer_prompt1,Animals,animal,4,3,3,ok,exact,-14.705875396728516,-14.705875396728516,-14.705875396728516,1,0.0223150439560413,0.0223150439560413,[18],[-14.705875396728516]
110,deer_prompt1,Animals,animal,4,4,4,ok,exact,-6.112125396728516,-6.112125396728516,-6.112125396728516,1,0.0223150439560413,0.0223150439560413,[19],[-6.112125396728516]
110,deer_prompt1,Animals,animal,4,5,5,ok,exact,-13.315250396728516,-13.315250396728516,-13.315250396728516,1,0.0223150439560413,0.0223150439560413,[20],[-13.315250396728516]
110,deer_prompt1,Animals,animal,4,6,6,ok,exact,-11.362125396728516,-11.362125396728516,-11.362125396728516,1,0.0223150439560413,0.0223150439560413,[21],[-11.362125396728516]
112,dingo_prompt1,Animals,animal,4,2,2,ok,exact,-13.76712131500244,-13.76712131500244,-13.76712131500244,1,0.0131576042622327,0.0131576042622327,[17],[-13.767121315002441]
112,dingo_prompt1,Animals,animal,4,3,3,ok,exact,-15.74368381500244,-15.74368381500244,-15.74368381500244,1,0.0131576042622327,0.0131576042622327,[18],[-15.743683815002441]
112,dingo_prompt1,Animals,animal,4,4,4,ok,exact,-6.751496315002441,-6.751496315002441,-6.751496315002441,1,0.0131576042622327,0.0131576042622327,[19],[-6.751496315002441]
112,dingo_prompt1,Animals,animal,4,5,5,ok,exact,-15.03274631500244,-15.03274631500244,-15.03274631500244,1,0.0131576042622327,0.0131576042622327,[20],[-15.032746315002441]
112,dingo_prompt1,Animals,animal,4,6,6,ok,exact,-13.17337131500244,-13.17337131500244,-13.17337131500244,1,0.0131576042622327,0.0131576042622327,[21],[-13.173371315002441]
114,domestic_cat_prompt1,Animals,animal,4,2,2,ok,exact,-11.972275733947754,-11.972275733947754,-11.972275733947754,1,0.0268091838806867,0.0268091838806867,[17],[-11.972275733947754]
114,domestic_cat_prompt1,Animals,animal,4,3,3,ok,exact,-13.878525733947754,-13.878525733947754,-13.878525733947754,1,0.0268091838806867,0.0268091838806867,[18],[-13.878525733947754]
114,domestic_cat_prompt1,Animals,animal,4,4,4,ok,exact,-5.816025257110596,-5.816025257110596,-5.816025257110596,1,0.0268091838806867,0.0268091838806867,[19],[-5.816025257110596]
114,domestic_cat_prompt1,Animals,animal,4,5,5,ok,exact,-13.597275733947754,-13.597275733947754,-13.597275733947754,1,0.0268091838806867,0.0268091838806867,[20],[-13.597275733947754]
114,domestic_cat_prompt1,Animals,animal,4,6,6,ok,exact,-11.206650733947754,-11.206650733947754,-11.206650733947754,1,0.0268091838806867,0.0268091838806867,[21],[-11.206650733947754]
116,domestic_dog_prompt1,Animals,animal,4,2,2,ok,exact,-12.877537727355955,-12.877537727355955,-12.877537727355955,1,0.019953578710556,0.019953578710556,[17],[-12.877537727355957]
116,domestic_dog_prompt1,Animals,animal,4,3,3,ok,exact,-15.065037727355955,-15.065037727355955,-15.065037727355955,1,0.019953578710556,0.019953578710556,[18],[-15.065037727355957]
