idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi
80,avocet_prompt1,original_images/images/avocet.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.04699912667274475,-0.04699912667274475,-0.04699912667274475,0.2221858948469162,0.2221858948469162,1,exact,-4.968873977661133,-4.968873977661133,-4.968873977661133,0.2221858948469162,0.2221858948469162,1,exact,4.921874850988388,4.921874850988388,4.921874850988388,1,True,True,0.062916599214077,0.08390247076749802,0.08390247076749802,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.214959472417831,1.6192564964294434,5.595702975988388,True,7.214959472417831,1.6192564964294434,5.595702975988388,True
82,bactrian_camel_prompt1,original_images/images/bactrian camel.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.05214403197169304,-0.05214403197169304,-0.05214403197169304,0.23228201270103455,0.23228201270103455,1,exact,-5.7240190505981445,-5.7240190505981445,-5.7240190505981445,0.23228201270103455,0.23228201270103455,1,exact,5.6718750186264515,5.6718750186264515,5.6718750186264515,1,True,True,0.03444494679570198,0.049014415591955185,0.049014415591955185,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.831884879618883,1.5379395484924316,6.2939453311264515,True,7.831884879618883,1.5379395484924316,6.2939453311264515,True
84,bighorn_sheep_prompt1,original_images/images/bighorn sheep.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.055300865322351456,-0.055300865322351456,-0.055300865322351456,0.2621247470378876,0.2621247470378876,1,exact,-6.180300712585449,-6.180300712585449,-6.180300712585449,0.2621247470378876,0.2621247470378876,1,exact,6.124999847263098,6.124999847263098,6.124999847263098,1,True,True,0.029842127114534378,0.07450736314058304,0.07450736314058304,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.828728046268225,1.081657886505127,6.747070159763098,True,7.828728046268225,1.081657886505127,6.747070159763098,True
86,bison_prompt1,original_images/images/bison.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.12285313755273819,-0.12285313755273819,-0.12285313755273819,0.40740907192230225,0.40740907192230225,1,exact,-5.9978532791137695,-5.9978532791137695,-5.9978532791137695,0.40740907192230225,0.40740907192230225,1,exact,5.875000141561031,5.875000141561031,5.875000141561031,1,True,True,0.03782269358634949,0.09598119556903839,0.09598119556903839,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.761175774037838,1.2641053199768066,6.497070454061031,True,7.761175774037838,1.2641053199768066,6.497070454061031,True
88,bobcat_prompt1,original_images/images/bobcat.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,631,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.41867032647132874,-0.41867032647132874,-0.41867032647132874,0.7161732316017151,0.7161732316017151,1,exact,-5.309295177459717,-5.309295177459717,-5.309295177459717,0.7161732316017151,0.7161732316017151,1,exact,4.890624850988388,4.890624850988388,4.890624850988388,1,True,True,0.07174572348594666,0.08366303145885468,0.08366303145885468,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.465358585119247,1.9526634216308594,5.512695163488388,True,7.465358585119247,1.9526634216308594,5.512695163488388,True
90,buffalo_prompt1,original_images/images/buffalo.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,720,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.0875992402434349,-0.0875992402434349,-0.0875992402434349,0.3300105929374695,0.3300105929374695,1,exact,-5.931349277496338,-5.931349277496338,-5.931349277496338,0.3300105929374695,0.3300105929374695,1,exact,5.843750037252903,5.843750037252903,5.843750037252903,1,True,True,0.036049984395504,0.10075872391462326,0.10075872391462326,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.796429671347141,1.3306093215942383,6.465820349752903,True,7.796429671347141,1.3306093215942383,6.465820349752903,True
92,camel_prompt1,original_images/images/camel.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.03678607568144798,-0.03678607568144798,-0.03678607568144798,0.18401746451854706,0.18401746451854706,1,exact,-5.974286079406738,-5.974286079406738,-5.974286079406738,0.18401746451854706,0.18401746451854706,1,exact,5.93750000372529,5.93750000372529,5.93750000372529,1,True,True,0.032112427055835724,0.05904554948210716,0.05904554948210716,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.847242835909128,1.287672519683838,6.55957031622529,True,7.847242835909128,1.287672519683838,6.55957031622529,True
94,caracal_prompt1,original_images/images/caracal.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.0818081945180893,-0.0818081945180893,-0.0818081945180893,0.3062187135219574,0.3062187135219574,1,exact,-6.238058090209961,-6.238058090209961,-6.238058090209961,0.3062187135219574,0.3062187135219574,1,exact,6.156249895691872,6.156249895691872,6.156249895691872,1,True,True,0.0319419763982296,0.04144388064742088,0.04144388064742088,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.802220717072487,1.0239005088806152,6.778320208191872,True,7.802220717072487,1.0239005088806152,6.778320208191872,True
96,caribou_prompt1,original_images/images/caribou.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.06460607051849365,-0.06460607051849365,-0.06460607051849365,0.285560667514801,0.285560667514801,1,exact,-6.002106189727783,-6.002106189727783,-6.002106189727783,0.285560667514801,0.285560667514801,1,exact,5.9375001192092896,5.9375001192092896,5.9375001192092896,1,True,True,0.03114565648138523,0.0697021409869194,0.0697021409869194,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.8194228410720825,1.259852409362793,6.5595704317092896,True,7.8194228410720825,1.259852409362793,6.5595704317092896,True
98,cassowary_prompt1,original_images/images/cassowary.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.015651950612664223,-0.015651950612664223,-0.015651950612664223,0.09856041520833969,0.09856041520833969,1,exact,-5.906277179718018,-5.906277179718018,-5.906277179718018,0.09856041520833969,0.09856041520833969,1,exact,5.890625229105353,5.890625229105353,5.890625229105353,1,True,True,0.03899266943335533,0.05314609780907631,0.05314609780907631,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.246306648477912,0.6818532943725586,6.564453354105353,True,7.246306648477912,0.6818532943725586,6.564453354105353,True
100,cheetah_prompt1,original_images/images/cheetah.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.12787815928459167,-0.12787815928459167,-0.12787815928459167,0.3977811932563782,0.3977811932563782,1,exact,-6.393503189086914,-6.393503189086914,-6.393503189086914,0.3977811932563782,0.3977811932563782,1,exact,6.265625029802322,6.265625029802322,6.265625029802322,1,True,True,0.026836231350898743,0.04601084068417549,0.04601084068417549,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.7561507523059845,0.8684554100036621,6.887695342302322,True,7.7561507523059845,0.8684554100036621,6.887695342302322,True
102,chicken_prompt1,original_images/images/chicken.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.028269557282328606,-0.028269557282328606,-0.028269557282328606,0.16393320262432098,0.16393320262432098,1,exact,-4.7938947677612305,-4.7938947677612305,-4.7938947677612305,0.16393320262432098,0.16393320262432098,1,exact,4.765625210478902,4.765625210478902,4.765625210478902,1,True,True,0.07489961385726929,0.09390703588724136,0.09390703588724136,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.233689041808248,3.0901341438293457,4.143554897978902,True,7.233689041808248,3.0901341438293457,4.143554897978902,True
104,cow_prompt1,original_images/images/cow.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.0744520053267479,-0.0744520053267479,-0.0744520053267479,0.2880505919456482,0.2880505919456482,1,exact,-6.746326923370361,-6.746326923370361,-6.746326923370361,0.2880505919456482,0.2880505919456482,1,exact,6.671874918043613,6.671874918043613,6.671874918043613,1,True,True,0.013835699297487736,0.056741416454315186,0.056741416454315186,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.809576906263828,0.5156316757202148,7.293945230543613,True,7.809576906263828,0.5156316757202148,7.293945230543613,True
106,coyote_prompt1,original_images/images/coyote.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.05245831981301308,-0.05245831981301308,-0.05245831981301308,0.22176100313663483,0.22176100313663483,1,exact,-7.0368332862854,-7.0368332862854,-7.0368332862854,0.22176100313663483,0.22176100313663483,1,exact,6.984374966472387,6.984374966472387,6.984374966472387,1,True,True,0.015248917043209076,0.023836011067032814,0.023836011067032814,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.831570591777563,0.22512531280517578,7.606445278972387,True,7.831570591777563,0.22512531280517578,7.606445278972387,True
108,crane_prompt1,original_images/images/crane.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.04360643029212952,-0.04360643029212952,-0.04360643029212952,0.21548894047737122,0.21548894047737122,1,exact,-5.199856281280518,-5.199856281280518,-5.199856281280518,0.21548894047737122,0.21548894047737122,1,exact,5.156249850988388,5.156249850988388,5.156249850988388,1,True,True,0.06511164456605911,0.10487212240695953,0.10487212240695953,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.218352168798447,2.6841726303100586,4.534179538488388,True,7.218352168798447,2.6841726303100586,4.534179538488388,True
110,deer_prompt1,original_images/images/deer.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.09982528537511826,-0.09982528537511826,-0.09982528537511826,0.3429580330848694,0.3429580330848694,1,exact,-5.881075382232666,-5.881075382232666,-5.881075382232666,0.3429580330848694,0.3429580330848694,1,exact,5.781250096857548,5.781250096857548,5.781250096857548,1,True,True,0.024040265008807182,0.0394275039434433,0.0394275039434433,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.784203626215458,1.3808832168579102,6.403320409357548,True,7.784203626215458,1.3808832168579102,6.403320409357548,True
112,dingo_prompt1,original_images/images/dingo.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.13703016936779022,-0.13703016936779022,-0.13703016936779022,0.41068994998931885,0.41068994998931885,1,exact,-6.371405124664307,-6.371405124664307,-6.371405124664307,0.41068994998931885,0.41068994998931885,1,exact,6.234374955296516,6.234374955296516,6.234374955296516,1,True,True,0.02361834980547428,0.052389927208423615,0.052389927208423615,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.746998742222786,0.8905534744262695,6.856445267796516,True,7.746998742222786,0.8905534744262695,6.856445267796516,True
114,domestic_cat_prompt1,original_images/images/domestic cat.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.2771892547607422,-0.2771892547607422,-0.2771892547607422,0.6220496892929077,0.6220496892929077,1,exact,-5.980314254760742,-5.980314254760742,-5.980314254760742,0.6220496892929077,0.6220496892929077,1,exact,5.703125,5.703125,5.703125,1,True,True,0.07188927382230759,0.11560572683811188,0.11560572683811188,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-7.884028911590576,-7.756099224090576,-7.884028911590576,-7.756099224090576,7.606839656829834,1.775784969329834,5.8310546875,True,7.606839656829834,1.775784969329834,5.8310546875,True
116,domestic_dog_prompt1,original_images/images/domestic dog.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.12231330573558807,-0.12231330573558807,-0.12231330573558807,0.3851914405822754,0.3851914405822754,1,exact,-6.309813499450684,-6.309813499450684,-6.309813499450684,0.3851914405822754,0.3851914405822754,1,exact,6.1875001937150955,6.1875001937150955,6.1875001937150955,1,True,True,0.024941908195614815,0.03680342063307762,0.03680342063307762,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.761715605854988,0.9521450996398926,6.8095705062150955,True,7.761715605854988,0.9521450996398926,6.8095705062150955,True
118,donkey_prompt1,original_images/images/donkey.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.013332381844520569,-0.013332381844520569,-0.013332381844520569,0.08082441985607147,0.08082441985607147,1,exact,-6.669582366943359,-6.669582366943359,-6.669582366943359,0.08082441985607147,0.08082441985607147,1,exact,6.656249985098839,6.656249985098839,6.656249985098839,1,True,True,0.012569391168653965,0.025804033502936363,0.025804033502936363,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.870696529746056,0.5923762321472168,7.278320297598839,True,7.870696529746056,0.5923762321472168,7.278320297598839,True
120,dromedary_camel_prompt1,original_images/images/dromedary camel.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.0472603440284729,-0.0472603440284729,-0.0472603440284729,0.22138547897338867,0.22138547897338867,1,exact,-5.562885284423828,-5.562885284423828,-5.562885284423828,0.22138547897338867,0.22138547897338867,1,exact,5.515624940395355,5.515624940395355,5.515624940395355,1,True,True,0.03992403671145439,0.0512349009513855,0.0512349009513855,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.836768567562103,1.699073314666748,6.137695252895355,True,7.836768567562103,1.699073314666748,6.137695252895355,True
122,duck_prompt1,original_images/images/duck.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,737,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.02222779579460621,-0.02222779579460621,-0.02222779579460621,0.1289336383342743,0.1289336383342743,1,exact,-5.006602764129639,-5.006602764129639,-5.006602764129639,0.1289336383342743,0.1289336383342743,1,exact,4.9843749683350325,4.9843749683350325,4.9843749683350325,1,True,True,0.051949240267276764,0.0796244889497757,0.0796244889497757,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.23973080329597,2.8774261474609375,4.3623046558350325,True,7.23973080329597,2.8774261474609375,4.3623046558350325,True
124,egret_prompt1,original_images/images/egret.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,764,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.014659314416348934,-0.014659314416348934,-0.014659314416348934,0.09184744954109192,0.09184744954109192,1,exact,-5.608409404754639,-5.608409404754639,-5.608409404754639,0.09184744954109192,0.09184744954109192,1,exact,5.59375009033829,5.59375009033829,5.59375009033829,1,True,True,0.036256615072488785,0.0423240140080452,0.0423240140080452,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.247299284674227,0.9797210693359375,6.26757821533829,True,7.247299284674227,0.9797210693359375,6.26757821533829,True
126,eland_prompt1,original_images/images/eland.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.04998240992426872,-0.04998240992426872,-0.04998240992426872,0.21821710467338562,0.21821710467338562,1,exact,-6.29998254776001,-6.29998254776001,-6.29998254776001,0.21821710467338562,0.21821710467338562,1,exact,6.250000137835741,6.250000137835741,6.250000137835741,1,True,True,0.02183092199265957,0.04867910221219063,0.04867910221219063,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.8340465016663074,0.9619760513305664,6.872070450335741,True,7.8340465016663074,0.9619760513305664,6.872070450335741,True
