idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi
52,audi_prompt1,original_images/images/audi_black_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.260039329528809,-10.260039329528809,-10.260039329528809,0.019796408712863922,0.019796408712863922,1,exact,-14.439726829528809,-14.439726829528809,-14.439726829528809,0.019796408712863922,0.019796408712863922,1,exact,4.1796875,4.1796875,4.1796875,1,True,True,0.114996999502182,0.009329739958047867,0.008469117805361748,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.661092758178711,-5.950155258178711,4.2890625,True,-1.661092758178711,-5.950155258178711,4.2890625,True
54,audi_prompt1,original_images/images/audi_black_hatchback_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-9.940467834472656,-9.940467834472656,-9.940467834472656,0.02561262622475624,0.02561262622475624,1,exact,-13.401405334472656,-13.401405334472656,-13.401405334472656,0.02561262622475624,0.02561262622475624,1,exact,3.4609375,3.4609375,3.4609375,1,True,True,0.18413497507572174,0.01948198676109314,0.015691624023020267,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.3415212631225586,-4.911833763122559,3.5703125,True,-1.3415212631225586,-4.911833763122559,3.5703125,True
56,audi_prompt1,original_images/images/audi_black_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.103973388671875,-10.103973388671875,-10.103973388671875,0.021517183631658554,0.021517183631658554,1,exact,-12.752410888671875,-12.752410888671875,-12.752410888671875,0.021517183631658554,0.021517183631658554,1,exact,2.6484375,2.6484375,2.6484375,1,True,True,0.33054065704345703,0.03211688995361328,0.020100363064557314,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.5050268173217773,-4.262839317321777,2.7578125,True,-1.5050268173217773,-4.262839317321777,2.7578125,True
58,audi_prompt1,original_images/images/audi_black_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.566368103027344,-10.566368103027344,-10.566368103027344,0.03180553391575813,0.03180553391575813,1,exact,-12.480430603027344,-12.480430603027344,-12.480430603027344,0.03180553391575813,0.03180553391575813,1,exact,1.9140625,1.9140625,1.9140625,1,True,True,0.4598548114299774,0.06046704202890396,0.03664514655247331,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.967421531677246,-3.990859031677246,2.0234375,True,-1.967421531677246,-3.990859031677246,2.0234375,True
60,audi_prompt1,original_images/images/audi_gray_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.135441780090332,-10.135441780090332,-10.135441780090332,0.023032892495393753,0.023032892495393753,1,exact,-12.424504280090332,-12.424504280090332,-12.424504280090332,0.023032892495393753,0.023032892495393753,1,exact,2.2890625,2.2890625,2.2890625,1,True,True,0.3563058376312256,0.0502619594335556,0.029794863890856504,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.5364952087402344,-3.9349327087402344,2.3984375,True,-1.5364952087402344,-3.9349327087402344,2.3984375,True
62,audi_prompt1,original_images/images/audi_gray_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-9.76840877532959,-9.76840877532959,-9.76840877532959,0.024042857810854912,0.024042857810854912,1,exact,-12.78403377532959,-12.78403377532959,-12.78403377532959,0.024042857810854912,0.024042857810854912,1,exact,3.015625,3.015625,3.015625,1,True,True,0.24980062246322632,0.0351148322224617,0.023575122468173504,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.1694622039794922,-4.294462203979492,3.125,True,-1.1694622039794922,-4.294462203979492,3.125,True
64,audi_prompt1,original_images/images/audi_gray_hatchback_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-9.806962013244629,-9.806962013244629,-9.806962013244629,0.02046397142112255,0.02046397142112255,1,exact,-13.213212013244629,-13.213212013244629,-13.213212013244629,0.02046397142112255,0.02046397142112255,1,exact,3.40625,3.40625,3.40625,1,True,True,0.17881526052951813,0.015563804656267166,0.013143690768629313,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.2080154418945312,-4.723640441894531,3.515625,True,-1.2080154418945312,-4.723640441894531,3.515625,True
66,audi_prompt1,original_images/images/audi_gray_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.135607719421387,-10.135607719421387,-10.135607719421387,0.02428976446390152,0.02428976446390152,1,exact,-11.776232719421387,-11.776232719421387,-11.776232719421387,0.02428976446390152,0.02428976446390152,1,exact,1.640625,1.640625,1.640625,1,True,True,0.49432066082954407,0.1307813674211502,0.06993112247437239,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.536661148071289,-3.286661148071289,1.75,True,-1.536661148071289,-3.286661148071289,1.75,True
68,audi_prompt1,original_images/images/audi_gray_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.050005912780762,-10.050005912780762,-10.050005912780762,0.026640407741069794,0.026640407741069794,1,exact,-13.081255912780762,-13.081255912780762,-13.081255912780762,0.026640407741069794,0.026640407741069794,1,exact,3.03125,3.03125,3.03125,1,True,True,0.3007412552833557,0.07921162247657776,0.050300016067922115,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.451059341430664,-4.591684341430664,3.140625,True,-1.451059341430664,-4.591684341430664,3.140625,True
70,audi_prompt1,original_images/images/audi_white_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-9.979137420654297,-9.979137420654297,-9.979137420654297,0.022644469514489174,0.022644469514489174,1,exact,-13.252574920654297,-13.252574920654297,-13.252574920654297,0.022644469514489174,0.022644469514489174,1,exact,3.2734375,3.2734375,3.2734375,1,True,True,0.224628746509552,0.02343042567372322,0.016799889970570803,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.3801908493041992,-4.763003349304199,3.3828125,True,-1.3801908493041992,-4.763003349304199,3.3828125,True
72,audi_prompt1,original_images/images/audi_white_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.167015075683594,-10.167015075683594,-10.167015075683594,0.025438092648983,0.025438092648983,1,exact,-13.331077575683594,-13.331077575683594,-13.331077575683594,0.025438092648983,0.025438092648983,1,exact,3.1640625,3.1640625,3.1640625,1,True,True,0.23712585866451263,0.03415678068995476,0.023269749712198973,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.568068504333496,-4.841506004333496,3.2734375,True,-1.568068504333496,-4.841506004333496,3.2734375,True
74,audi_prompt1,original_images/images/audi_white_hatchback_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-9.917728424072266,-9.917728424072266,-9.917728424072266,0.03055494837462902,0.03055494837462902,1,exact,-11.683353424072266,-11.683353424072266,-11.683353424072266,0.03055494837462902,0.03055494837462902,1,exact,1.765625,1.765625,1.765625,1,True,True,0.4680332541465759,0.06618323922157288,0.04017252754420042,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.318781852722168,-3.193781852722168,1.875,True,-1.318781852722168,-3.193781852722168,1.875,True
76,audi_prompt1,original_images/images/audi_white_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.097147941589355,-10.097147941589355,-10.097147941589355,0.028877878561615944,0.028877878561615944,1,exact,-11.636210441589355,-11.636210441589355,-11.636210441589355,0.028877878561615944,0.028877878561615944,1,exact,1.5390625,1.5390625,1.5390625,1,True,True,0.56349778175354,0.09709329158067703,0.05443787621334195,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.4982013702392578,-3.146638870239258,1.6484375,True,-1.4982013702392578,-3.146638870239258,1.6484375,True
78,audi_prompt1,original_images/images/audi_white_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-10.323945999145508,-10.323945999145508,-10.323945999145508,0.03020109422504902,0.03020109422504902,1,exact,-10.886445999145508,-10.886445999145508,-10.886445999145508,0.03020109422504902,0.03020109422504902,1,exact,0.5625,0.5625,0.5625,1,True,True,0.736449122428894,0.20777510106563568,0.11091472022235394,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-1.7249994277954102,-2.39687442779541,0.671875,True,-1.7249994277954102,-2.39687442779541,0.671875,True
80,avocet_prompt1,original_images/images/avocet.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.392469882965088,-7.392469882965088,-7.392469882965088,0.016660287976264954,0.016660287976264954,1,exact,-14.564345359802246,-14.564345359802246,-14.564345359802246,0.016660287976264954,0.016660287976264954,1,exact,7.171875476837158,7.171875476837158,7.171875476837158,1,True,True,0.014958681538701057,0.012460898607969284,0.015712937340140343,False,False,True,True,0.5,-2.0,GT<proxy,-8.309884071350098,-8.598946571350098,-8.309884071350098,-8.598946571350098,0.9174141883850098,-5.965398788452148,6.882812976837158,True,0.9174141883850098,-5.965398788452148,6.882812976837158,True
82,bactrian_camel_prompt1,original_images/images/bactrian camel.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.594767570495605,-8.594767570495605,-8.594767570495605,0.009880653582513332,0.009880653582513332,1,exact,-16.45414161682129,-16.45414161682129,-16.45414161682129,0.009880653582513332,0.009880653582513332,1,exact,7.859374046325684,7.859374046325684,7.859374046325684,1,True,True,0.007091911509633064,0.0006644902168773115,0.023058566701365635,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.0041790008544921875,-7.964570045471191,7.968749046325684,True,0.0041790008544921875,-7.964570045471191,7.968749046325684,True
84,bighorn_sheep_prompt1,original_images/images/bighorn sheep.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.157668113708496,-8.157668113708496,-8.157668113708496,0.012772863730788231,0.012772863730788231,1,exact,-16.00141716003418,-16.00141716003418,-16.00141716003418,0.012772863730788231,0.012772863730788231,1,exact,7.843749046325684,7.843749046325684,7.843749046325684,1,True,True,0.00556324003264308,0.0003876762348227203,0.06308377170353197,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.44127845764160156,-7.511845588684082,7.953124046325684,True,0.44127845764160156,-7.511845588684082,7.953124046325684,True
86,bison_prompt1,original_images/images/bison.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.297608375549316,-8.297608375549316,-8.297608375549316,0.007175213657319546,0.007175213657319546,1,exact,-15.813233375549316,-15.813233375549316,-15.813233375549316,0.007175213657319546,0.007175213657319546,1,exact,7.515625,7.515625,7.515625,1,True,True,0.0068015409633517265,0.0005383764510042965,0.0206055162998382,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.30133819580078125,-7.323661804199219,7.625,True,0.30133819580078125,-7.323661804199219,7.625,True
88,bobcat_prompt1,original_images/images/bobcat.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.9549560546875,-7.9549560546875,-7.9549560546875,0.01570703089237213,0.01570703089237213,1,exact,-16.7752685546875,-16.7752685546875,-16.7752685546875,0.01570703089237213,0.01570703089237213,1,exact,8.8203125,8.8203125,8.8203125,1,True,True,0.003528512781485915,0.001697577303275466,0.08300853136461228,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.6439905166625977,-8.285696983337402,8.9296875,True,0.6439905166625977,-8.285696983337402,8.9296875,True
90,buffalo_prompt1,original_images/images/buffalo.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.438162803649902,-8.438162803649902,-8.438162803649902,0.0066668628714978695,0.0066668628714978695,1,exact,-16.29753875732422,-16.29753875732422,-16.29753875732422,0.0066668628714978695,0.0066668628714978695,1,exact,7.859375953674316,7.859375953674316,7.859375953674316,1,True,True,0.005264400504529476,0.0006084610940888524,0.01629855955252424,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.1607837677001953,-7.807967185974121,7.968750953674316,True,0.1607837677001953,-7.807967185974121,7.968750953674316,True
92,camel_prompt1,original_images/images/camel.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.672597885131836,-8.672597885131836,-8.672597885131836,0.007380556780844927,0.007380556780844927,1,exact,-17.078847885131836,-17.078847885131836,-17.078847885131836,0.007380556780844927,0.007380556780844927,1,exact,8.40625,8.40625,8.40625,1,True,True,0.004447492770850658,0.0004783912154380232,0.01943926357489545,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-0.07365131378173828,-8.589276313781738,8.515625,True,-0.07365131378173828,-8.589276313781738,8.515625,True
94,caracal_prompt1,original_images/images/caracal.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.829070091247559,-7.829070091247559,-7.829070091247559,0.009088780730962753,0.009088780730962753,1,exact,-16.618131637573242,-16.618131637573242,-16.618131637573242,0.009088780730962753,0.009088780730962753,1,exact,8.789061546325684,8.789061546325684,8.789061546325684,1,True,True,0.0031537218019366264,0.0013518400955945253,0.04442467505577952,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.7698764801025391,-8.128560066223145,8.898436546325684,True,0.7698764801025391,-8.128560066223145,8.898436546325684,True
96,caribou_prompt1,original_images/images/caribou.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.844900608062744,-7.844900608062744,-7.844900608062744,0.010766829364001751,0.010766829364001751,1,exact,-16.438650131225586,-16.438650131225586,-16.438650131225586,0.010766829364001751,0.010766829364001751,1,exact,8.593749523162842,8.593749523162842,8.593749523162842,1,True,True,0.0030398606322705746,0.00044271533261053264,0.03563007058983203,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.7540459632873535,-7.949078559875488,8.703124523162842,True,0.7540459632873535,-7.949078559875488,8.703124523162842,True
98,cassowary_prompt1,original_images/images/cassowary.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.845401763916016,-7.845401763916016,-7.845401763916016,0.015259812586009502,0.015259812586009502,1,exact,-15.907901763916016,-15.907901763916016,-15.907901763916016,0.015259812586009502,0.015259812586009502,1,exact,8.0625,8.0625,8.0625,1,True,True,0.006444177124649286,0.0022711814381182194,0.0077301927376538515,False,False,True,True,1.0,1.0,GT>proxy,-8.309884071350098,-7.157540321350098,-8.309884071350098,-7.157540321350098,0.46448230743408203,-8.750361442565918,9.21484375,True,0.46448230743408203,-8.750361442565918,9.21484375,True
100,cheetah_prompt1,original_images/images/cheetah.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.219796180725098,-8.219796180725098,-8.219796180725098,0.009850036352872849,0.009850036352872849,1,exact,-16.92292022705078,-16.92292022705078,-16.92292022705078,0.009850036352872849,0.009850036352872849,1,exact,8.703124046325684,8.703124046325684,8.703124046325684,1,True,True,0.0036923359148204327,0.0012279076036065817,0.03849075350444764,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.379150390625,-8.433348655700684,8.812499046325684,True,0.379150390625,-8.433348655700684,8.812499046325684,True
102,chicken_prompt1,original_images/images/chicken.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.080482482910156,-7.080482482910156,-7.080482482910156,0.02067021280527115,0.02067021280527115,1,exact,-15.057044982910156,-15.057044982910156,-15.057044982910156,0.02067021280527115,0.02067021280527115,1,exact,7.9765625,7.9765625,7.9765625,1,True,True,0.007267105393111706,0.003042805939912796,0.03544563241302967,False,False,True,True,0.3333333333333333,-1.0,GT<proxy,-8.309884071350098,-8.489571571350098,-8.309884071350098,-8.489571571350098,1.2294015884399414,-6.567473411560059,7.796875,True,1.2294015884399414,-6.567473411560059,7.796875,True
104,cow_prompt1,original_images/images/cow.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.31326961517334,-8.31326961517334,-8.31326961517334,0.007597730495035648,0.007597730495035648,1,exact,-17.297645568847656,-17.297645568847656,-17.297645568847656,0.007597730495035648,0.007597730495035648,1,exact,8.984375953674316,8.984375953674316,8.984375953674316,1,True,True,0.0023141817655414343,0.0003767541784327477,0.017245978451683186,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.2856769561767578,-8.808073997497559,9.093750953674316,True,0.2856769561767578,-8.808073997497559,9.093750953674316,True
