idx,ID,topic,sub_topic,ground_truth_num,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,entropy_step1,entropy_mean,n_tokens,candidate_token_ids,token_logprobs
84,bighorn_sheep_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-7.914675712585449,-7.914675712585449,-7.914675712585449,0.2621247470378876,0.2621247470378876,1,[20],[-7.914675712585449]
84,bighorn_sheep_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-7.352175712585449,-7.352175712585449,-7.352175712585449,0.2621247470378876,0.2621247470378876,1,[21],[-7.352175712585449]
86,bison_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-5.9978532791137695,-5.9978532791137695,-5.9978532791137695,0.40740907192230225,0.40740907192230225,1,[17],[-5.9978532791137695]
86,bison_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-6.5447282791137695,-6.5447282791137695,-6.5447282791137695,0.40740907192230225,0.40740907192230225,1,[18],[-6.5447282791137695]
86,bison_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.12285313755273819,-0.12285313755273819,-0.12285313755273819,0.40740907192230225,0.40740907192230225,1,[19],[-0.12285313755273819]
86,bison_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-8.29472827911377,-8.29472827911377,-8.29472827911377,0.40740907192230225,0.40740907192230225,1,[20],[-8.29472827911377]
86,bison_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-7.7947282791137695,-7.7947282791137695,-7.7947282791137695,0.40740907192230225,0.40740907192230225,1,[21],[-7.7947282791137695]
88,bobcat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,631,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-5.309295177459717,-5.309295177459717,-5.309295177459717,0.7161732316017151,0.7161732316017151,1,[17],[-5.309295177459717]
88,bobcat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,631,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.067107677459717,-7.067107677459717,-7.067107677459717,0.7161732316017151,0.7161732316017151,1,[18],[-7.067107677459717]
88,bobcat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,631,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.41867032647132874,-0.41867032647132874,-0.41867032647132874,0.7161732316017151,0.7161732316017151,1,[19],[-0.41867032647132874]
88,bobcat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,631,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-6.996795177459717,-6.996795177459717,-6.996795177459717,0.7161732316017151,0.7161732316017151,1,[20],[-6.996795177459717]
88,bobcat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,631,448,276,"(1, 1983)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-7.348357677459717,-7.348357677459717,-7.348357677459717,0.7161732316017151,0.7161732316017151,1,[21],[-7.348357677459717]
90,buffalo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,720,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-5.931349277496338,-5.931349277496338,-5.931349277496338,0.3300105929374695,0.3300105929374695,1,[17],[-5.931349277496338]
90,buffalo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,720,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-6.603224277496338,-6.603224277496338,-6.603224277496338,0.3300105929374695,0.3300105929374695,1,[18],[-6.603224277496338]
90,buffalo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,720,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.0875992402434349,-0.0875992402434349,-0.0875992402434349,0.3300105929374695,0.3300105929374695,1,[19],[-0.0875992402434349]
90,buffalo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,720,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-8.45478630065918,-8.45478630065918,-8.45478630065918,0.3300105929374695,0.3300105929374695,1,[20],[-8.45478630065918]
90,buffalo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,720,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.06416130065918,-8.06416130065918,-8.06416130065918,0.3300105929374695,0.3300105929374695,1,[21],[-8.06416130065918]
92,camel_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-5.974286079406738,-5.974286079406738,-5.974286079406738,0.18401746451854706,0.18401746451854706,1,[17],[-5.974286079406738]
92,camel_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.021161079406738,-7.021161079406738,-7.021161079406738,0.18401746451854706,0.18401746451854706,1,[18],[-7.021161079406738]
92,camel_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.03678607568144798,-0.03678607568144798,-0.03678607568144798,0.18401746451854706,0.18401746451854706,1,[19],[-0.03678607568144798]
92,camel_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-7.958661079406738,-7.958661079406738,-7.958661079406738,0.18401746451854706,0.18401746451854706,1,[20],[-7.958661079406738]
92,camel_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,736,448,322,"(1, 1821)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-7.935223579406738,-7.935223579406738,-7.935223579406738,0.18401746451854706,0.18401746451854706,1,[21],[-7.935223579406738]
94,caracal_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.238058090209961,-6.238058090209961,-6.238058090209961,0.3062187135219574,0.3062187135219574,1,[17],[-6.238058090209961]
94,caracal_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.034933090209961,-7.034933090209961,-7.034933090209961,0.3062187135219574,0.3062187135219574,1,[18],[-7.034933090209961]
94,caracal_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.0818081945180893,-0.0818081945180893,-0.0818081945180893,0.3062187135219574,0.3062187135219574,1,[19],[-0.0818081945180893]
94,caracal_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-7.269308090209961,-7.269308090209961,-7.269308090209961,0.3062187135219574,0.3062187135219574,1,[20],[-7.269308090209961]
94,caracal_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.050558090209961,-8.050558090209961,-8.050558090209961,0.3062187135219574,0.3062187135219574,1,[21],[-8.050558090209961]
96,caribou_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.002106189727783,-6.002106189727783,-6.002106189727783,0.285560667514801,0.285560667514801,1,[17],[-6.002106189727783]
96,caribou_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.838043689727783,-7.838043689727783,-7.838043689727783,0.285560667514801,0.285560667514801,1,[18],[-7.838043689727783]
96,caribou_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.06460607051849365,-0.06460607051849365,-0.06460607051849365,0.285560667514801,0.285560667514801,1,[19],[-0.06460607051849365]
96,caribou_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-8.838043212890625,-8.838043212890625,-8.838043212890625,0.285560667514801,0.285560667514801,1,[20],[-8.838043212890625]
96,caribou_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,729,448,318,"(1, 1821)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-6.994293689727783,-6.994293689727783,-6.994293689727783,0.285560667514801,0.285560667514801,1,[21],[-6.994293689727783]
98,cassowary_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,0,0,ok,exact,-8.43752670288086,-8.43752670288086,-8.43752670288086,0.09856041520833969,0.09856041520833969,1,[15],[-8.43752670288086]
98,cassowary_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,1,1,ok,exact,-5.906277179718018,-5.906277179718018,-5.906277179718018,0.09856041520833969,0.09856041520833969,1,[16],[-5.906277179718018]
98,cassowary_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-0.015651950612664223,-0.015651950612664223,-0.015651950612664223,0.09856041520833969,0.09856041520833969,1,[17],[-0.015651950612664223]
98,cassowary_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-6.703152179718018,-6.703152179718018,-6.703152179718018,0.09856041520833969,0.09856041520833969,1,[18],[-6.703152179718018]
98,cassowary_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-6.843777179718018,-6.843777179718018,-6.843777179718018,0.09856041520833969,0.09856041520833969,1,[19],[-6.843777179718018]
100,cheetah_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.393503189086914,-6.393503189086914,-6.393503189086914,0.3977811932563782,0.3977811932563782,1,[17],[-6.393503189086914]
100,cheetah_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.713815689086914,-7.713815689086914,-7.713815689086914,0.3977811932563782,0.3977811932563782,1,[18],[-7.713815689086914]
100,cheetah_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.12787815928459167,-0.12787815928459167,-0.12787815928459167,0.3977811932563782,0.3977811932563782,1,[19],[-0.12787815928459167]
100,cheetah_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-7.362253189086914,-7.362253189086914,-7.362253189086914,0.3977811932563782,0.3977811932563782,1,[20],[-7.362253189086914]
100,cheetah_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,697,448,304,"(1, 1875)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.206003189086914,-8.206003189086914,-8.206003189086914,0.3977811932563782,0.3977811932563782,1,[21],[-8.206003189086914]
102,chicken_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,0,0,ok,exact,-9.23139476776123,-9.23139476776123,-9.23139476776123,0.16393320262432098,0.16393320262432098,1,[15],[-9.23139476776123]
102,chicken_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,1,1,ok,exact,-6.5751447677612305,-6.5751447677612305,-6.5751447677612305,0.16393320262432098,0.16393320262432098,1,[16],[-6.5751447677612305]
102,chicken_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-0.028269557282328606,-0.028269557282328606,-0.028269557282328606,0.16393320262432098,0.16393320262432098,1,[17],[-0.028269557282328606]
102,chicken_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-6.2157697677612305,-6.2157697677612305,-6.2157697677612305,0.16393320262432098,0.16393320262432098,1,[18],[-6.2157697677612305]
102,chicken_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,680,1024,297,448,"(1, 1888)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-4.7938947677612305,-4.7938947677612305,-4.7938947677612305,0.16393320262432098,0.16393320262432098,1,[19],[-4.7938947677612305]
104,cow_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.746326923370361,-6.746326923370361,-6.746326923370361,0.2880505919456482,0.2880505919456482,1,[17],[-6.746326923370361]
104,cow_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-8.73851490020752,-8.73851490020752,-8.73851490020752,0.2880505919456482,0.2880505919456482,1,[18],[-8.73851490020752]
104,cow_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.0744520053267479,-0.0744520053267479,-0.0744520053267479,0.2880505919456482,0.2880505919456482,1,[19],[-0.0744520053267479]
104,cow_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-9.38695240020752,-9.38695240020752,-9.38695240020752,0.2880505919456482,0.2880505919456482,1,[20],[-9.38695240020752]
104,cow_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.82445240020752,-8.82445240020752,-8.82445240020752,0.2880505919456482,0.2880505919456482,1,[21],[-8.82445240020752]
106,coyote_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-7.0368332862854,-7.0368332862854,-7.0368332862854,0.22176100313663483,0.22176100313663483,1,[17],[-7.0368332862854]
106,coyote_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-8.013396263122559,-8.013396263122559,-8.013396263122559,0.22176100313663483,0.22176100313663483,1,[18],[-8.013396263122559]
106,coyote_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.05245831981301308,-0.05245831981301308,-0.05245831981301308,0.22176100313663483,0.22176100313663483,1,[19],[-0.05245831981301308]
106,coyote_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-8.279021263122559,-8.279021263122559,-8.279021263122559,0.22176100313663483,0.22176100313663483,1,[20],[-8.279021263122559]
106,coyote_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,841,448,367,"(1, 1659)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.364958763122559,-8.364958763122559,-8.364958763122559,0.22176100313663483,0.22176100313663483,1,[21],[-8.364958763122559]
108,crane_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,0,0,ok,exact,-8.613919258117676,-8.613919258117676,-8.613919258117676,0.21548894047737122,0.21548894047737122,1,[15],[-8.613919258117676]
108,crane_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,ok,exact,-6.215481281280518,-6.215481281280518,-6.215481281280518,0.21548894047737122,0.21548894047737122,1,[16],[-6.215481281280518]
108,crane_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-0.04360643029212952,-0.04360643029212952,-0.04360643029212952,0.21548894047737122,0.21548894047737122,1,[17],[-0.04360643029212952]
108,crane_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-6.340481281280518,-6.340481281280518,-6.340481281280518,0.21548894047737122,0.21548894047737122,1,[18],[-6.340481281280518]
108,crane_prompt1,Animals,animal,2,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-5.199856281280518,-5.199856281280518,-5.199856281280518,0.21548894047737122,0.21548894047737122,1,[19],[-5.199856281280518]
110,deer_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-5.881075382232666,-5.881075382232666,-5.881075382232666,0.3429580330848694,0.3429580330848694,1,[17],[-5.881075382232666]
110,deer_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-9.342012405395508,-9.342012405395508,-9.342012405395508,0.3429580330848694,0.3429580330848694,1,[18],[-9.342012405395508]
110,deer_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.09982528537511826,-0.09982528537511826,-0.09982528537511826,0.3429580330848694,0.3429580330848694,1,[19],[-0.09982528537511826]
110,deer_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-10.021699905395508,-10.021699905395508,-10.021699905395508,0.3429580330848694,0.3429580330848694,1,[20],[-10.021699905395508]
110,deer_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,791,448,346,"(1, 1713)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.763887405395508,-8.763887405395508,-8.763887405395508,0.3429580330848694,0.3429580330848694,1,[21],[-8.763887405395508]
112,dingo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.371405124664307,-6.371405124664307,-6.371405124664307,0.41068994998931885,0.41068994998931885,1,[17],[-6.371405124664307]
112,dingo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.824530124664307,-7.824530124664307,-7.824530124664307,0.41068994998931885,0.41068994998931885,1,[18],[-7.824530124664307]
112,dingo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.13703016936779022,-0.13703016936779022,-0.13703016936779022,0.41068994998931885,0.41068994998931885,1,[19],[-0.13703016936779022]
112,dingo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-8.379218101501465,-8.379218101501465,-8.379218101501465,0.41068994998931885,0.41068994998931885,1,[20],[-8.379218101501465]
112,dingo_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,745,448,325,"(1, 1821)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.113593101501465,-8.113593101501465,-8.113593101501465,0.41068994998931885,0.41068994998931885,1,[21],[-8.113593101501465]
114,domestic_cat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.027189254760742,-6.027189254760742,-6.027189254760742,0.6220496892929077,0.6220496892929077,1,[17],[-6.027189254760742]
114,domestic_cat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-5.980314254760742,-5.980314254760742,-5.980314254760742,0.6220496892929077,0.6220496892929077,1,[18],[-5.980314254760742]
114,domestic_cat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.2771892547607422,-0.2771892547607422,-0.2771892547607422,0.6220496892929077,0.6220496892929077,1,[19],[-0.2771892547607422]
114,domestic_cat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-6.105314254760742,-6.105314254760742,-6.105314254760742,0.6220496892929077,0.6220496892929077,1,[20],[-6.105314254760742]
114,domestic_cat_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,567,448,248,"(1, 2091)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-7.081876754760742,-7.081876754760742,-7.081876754760742,0.6220496892929077,0.6220496892929077,1,[21],[-7.081876754760742]
116,domestic_dog_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.309813499450684,-6.309813499450684,-6.309813499450684,0.3851914405822754,0.3851914405822754,1,[17],[-6.309813499450684]
116,domestic_dog_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-7.325438499450684,-7.325438499450684,-7.325438499450684,0.3851914405822754,0.3851914405822754,1,[18],[-7.325438499450684]
116,domestic_dog_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.12231330573558807,-0.12231330573558807,-0.12231330573558807,0.3851914405822754,0.3851914405822754,1,[19],[-0.12231330573558807]
116,domestic_dog_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-8.630125999450684,-8.630125999450684,-8.630125999450684,0.3851914405822754,0.3851914405822754,1,[20],[-8.630125999450684]
116,domestic_dog_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-8.466063499450684,-8.466063499450684,-8.466063499450684,0.3851914405822754,0.3851914405822754,1,[21],[-8.466063499450684]
118,donkey_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-6.669582366943359,-6.669582366943359,-6.669582366943359,0.08082441985607147,0.08082441985607147,1,[17],[-6.669582366943359]
118,donkey_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,3,3,ok,exact,-9.36489486694336,-9.36489486694336,-9.36489486694336,0.08082441985607147,0.08082441985607147,1,[18],[-9.36489486694336]
118,donkey_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,ok,exact,-0.013332381844520569,-0.013332381844520569,-0.013332381844520569,0.08082441985607147,0.08082441985607147,1,[19],[-0.013332381844520569]
118,donkey_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,5,5,ok,exact,-9.79458236694336,-9.79458236694336,-9.79458236694336,0.08082441985607147,0.08082441985607147,1,[20],[-9.79458236694336]
118,donkey_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,763,448,333,"(1, 1767)","(1, 3, 3, 384, 384)",3,6,6,ok,exact,-9.01333236694336,-9.01333236694336,-9.01333236694336,0.08082441985607147,0.08082441985607147,1,[21],[-9.01333236694336]
120,dromedary_camel_prompt1,Animals,animal,4,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,ok,exact,-5.562885284423828,-5.562885284423828,-5.562885284423828,0.22138547897338867,0.22138547897338867,1,[17],[-5.562885284423828]
