idx,ID,topic,sub_topic,ground_truth_num,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,entropy_step1,entropy_mean,n_tokens,candidate_token_ids,token_logprobs
56,audi_prompt1,Logos,cars,4,3,3,ok,exact,-12.752410888671875,-12.752410888671875,-12.752410888671875,0.021517183631658554,0.021517183631658554,1,[18],[-12.752410888671875]
56,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.103973388671875,-10.103973388671875,-10.103973388671875,0.021517183631658554,0.021517183631658554,1,[19],[-10.103973388671875]
56,audi_prompt1,Logos,cars,4,5,5,ok,exact,-14.932098388671875,-14.932098388671875,-14.932098388671875,0.021517183631658554,0.021517183631658554,1,[20],[-14.932098388671875]
56,audi_prompt1,Logos,cars,4,6,6,ok,exact,-14.986785888671875,-14.986785888671875,-14.986785888671875,0.021517183631658554,0.021517183631658554,1,[21],[-14.986785888671875]
58,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.281211853027344,-17.281211853027344,-17.281211853027344,0.03180553391575813,0.03180553391575813,1,[17],[-17.281211853027344]
58,audi_prompt1,Logos,cars,4,3,3,ok,exact,-12.480430603027344,-12.480430603027344,-12.480430603027344,0.03180553391575813,0.03180553391575813,1,[18],[-12.480430603027344]
58,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.566368103027344,-10.566368103027344,-10.566368103027344,0.03180553391575813,0.03180553391575813,1,[19],[-10.566368103027344]
58,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.824180603027344,-15.824180603027344,-15.824180603027344,0.03180553391575813,0.03180553391575813,1,[20],[-15.824180603027344]
58,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.300743103027344,-15.300743103027344,-15.300743103027344,0.03180553391575813,0.03180553391575813,1,[21],[-15.300743103027344]
60,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.33075523376465,-17.33075523376465,-17.33075523376465,0.023032892495393753,0.023032892495393753,1,[17],[-17.33075523376465]
60,audi_prompt1,Logos,cars,4,3,3,ok,exact,-12.424504280090332,-12.424504280090332,-12.424504280090332,0.023032892495393753,0.023032892495393753,1,[18],[-12.424504280090332]
60,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.135441780090332,-10.135441780090332,-10.135441780090332,0.023032892495393753,0.023032892495393753,1,[19],[-10.135441780090332]
60,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.690129280090332,-15.690129280090332,-15.690129280090332,0.023032892495393753,0.023032892495393753,1,[20],[-15.690129280090332]
60,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.721379280090332,-15.721379280090332,-15.721379280090332,0.023032892495393753,0.023032892495393753,1,[21],[-15.721379280090332]
62,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.143409729003906,-17.143409729003906,-17.143409729003906,0.024042857810854912,0.024042857810854912,1,[17],[-17.143409729003906]
62,audi_prompt1,Logos,cars,4,3,3,ok,exact,-12.78403377532959,-12.78403377532959,-12.78403377532959,0.024042857810854912,0.024042857810854912,1,[18],[-12.78403377532959]
62,audi_prompt1,Logos,cars,4,4,4,ok,exact,-9.76840877532959,-9.76840877532959,-9.76840877532959,0.024042857810854912,0.024042857810854912,1,[19],[-9.76840877532959]
62,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.20590877532959,-15.20590877532959,-15.20590877532959,0.024042857810854912,0.024042857810854912,1,[20],[-15.20590877532959]
62,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.01840877532959,-15.01840877532959,-15.01840877532959,0.024042857810854912,0.024042857810854912,1,[21],[-15.01840877532959]
64,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.346023559570312,-17.346023559570312,-17.346023559570312,0.02046397142112255,0.02046397142112255,1,[17],[-17.346023559570312]
64,audi_prompt1,Logos,cars,4,3,3,ok,exact,-13.213212013244629,-13.213212013244629,-13.213212013244629,0.02046397142112255,0.02046397142112255,1,[18],[-13.213212013244629]
64,audi_prompt1,Logos,cars,4,4,4,ok,exact,-9.806962013244629,-9.806962013244629,-9.806962013244629,0.02046397142112255,0.02046397142112255,1,[19],[-9.806962013244629]
64,audi_prompt1,Logos,cars,4,5,5,ok,exact,-16.314773559570312,-16.314773559570312,-16.314773559570312,0.02046397142112255,0.02046397142112255,1,[20],[-16.314773559570312]
64,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.471024513244629,-15.471024513244629,-15.471024513244629,0.02046397142112255,0.02046397142112255,1,[21],[-15.471024513244629]
66,audi_prompt1,Logos,cars,4,2,2,ok,exact,-16.846546173095703,-16.846546173095703,-16.846546173095703,0.02428976446390152,0.02428976446390152,1,[17],[-16.846546173095703]
66,audi_prompt1,Logos,cars,4,3,3,ok,exact,-11.776232719421387,-11.776232719421387,-11.776232719421387,0.02428976446390152,0.02428976446390152,1,[18],[-11.776232719421387]
66,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.135607719421387,-10.135607719421387,-10.135607719421387,0.02428976446390152,0.02428976446390152,1,[19],[-10.135607719421387]
66,audi_prompt1,Logos,cars,4,5,5,ok,exact,-16.018421173095703,-16.018421173095703,-16.018421173095703,0.02428976446390152,0.02428976446390152,1,[20],[-16.018421173095703]
66,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.307482719421387,-15.307482719421387,-15.307482719421387,0.02428976446390152,0.02428976446390152,1,[21],[-15.307482719421387]
68,audi_prompt1,Logos,cars,4,2,2,ok,exact,-16.831256866455078,-16.831256866455078,-16.831256866455078,0.026640407741069794,0.026640407741069794,1,[17],[-16.831256866455078]
68,audi_prompt1,Logos,cars,4,3,3,ok,exact,-13.081255912780762,-13.081255912780762,-13.081255912780762,0.026640407741069794,0.026640407741069794,1,[18],[-13.081255912780762]
68,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.050005912780762,-10.050005912780762,-10.050005912780762,0.026640407741069794,0.026640407741069794,1,[19],[-10.050005912780762]
68,audi_prompt1,Logos,cars,4,5,5,ok,exact,-14.612505912780762,-14.612505912780762,-14.612505912780762,0.026640407741069794,0.026640407741069794,1,[20],[-14.612505912780762]
68,audi_prompt1,Logos,cars,4,6,6,ok,exact,-14.612505912780762,-14.612505912780762,-14.612505912780762,0.026640407741069794,0.026640407741069794,1,[21],[-14.612505912780762]
70,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.346324920654297,-17.346324920654297,-17.346324920654297,0.022644469514489174,0.022644469514489174,1,[17],[-17.346324920654297]
70,audi_prompt1,Logos,cars,4,3,3,ok,exact,-13.252574920654297,-13.252574920654297,-13.252574920654297,0.022644469514489174,0.022644469514489174,1,[18],[-13.252574920654297]
70,audi_prompt1,Logos,cars,4,4,4,ok,exact,-9.979137420654297,-9.979137420654297,-9.979137420654297,0.022644469514489174,0.022644469514489174,1,[19],[-9.979137420654297]
70,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.307262420654297,-15.307262420654297,-15.307262420654297,0.022644469514489174,0.022644469514489174,1,[20],[-15.307262420654297]
70,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.096324920654297,-15.096324920654297,-15.096324920654297,0.022644469514489174,0.022644469514489174,1,[21],[-15.096324920654297]
72,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.479515075683594,-17.479515075683594,-17.479515075683594,0.025438092648983,0.025438092648983,1,[17],[-17.479515075683594]
72,audi_prompt1,Logos,cars,4,3,3,ok,exact,-13.331077575683594,-13.331077575683594,-13.331077575683594,0.025438092648983,0.025438092648983,1,[18],[-13.331077575683594]
72,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.167015075683594,-10.167015075683594,-10.167015075683594,0.025438092648983,0.025438092648983,1,[19],[-10.167015075683594]
72,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.612327575683594,-15.612327575683594,-15.612327575683594,0.025438092648983,0.025438092648983,1,[20],[-15.612327575683594]
72,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.206077575683594,-15.206077575683594,-15.206077575683594,0.025438092648983,0.025438092648983,1,[21],[-15.206077575683594]
74,audi_prompt1,Logos,cars,4,2,2,ok,exact,-16.198978424072266,-16.198978424072266,-16.198978424072266,0.03055494837462902,0.03055494837462902,1,[17],[-16.198978424072266]
74,audi_prompt1,Logos,cars,4,3,3,ok,exact,-11.683353424072266,-11.683353424072266,-11.683353424072266,0.03055494837462902,0.03055494837462902,1,[18],[-11.683353424072266]
74,audi_prompt1,Logos,cars,4,4,4,ok,exact,-9.917728424072266,-9.917728424072266,-9.917728424072266,0.03055494837462902,0.03055494837462902,1,[19],[-9.917728424072266]
74,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.745853424072266,-15.745853424072266,-15.745853424072266,0.03055494837462902,0.03055494837462902,1,[20],[-15.745853424072266]
74,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.261478424072266,-15.261478424072266,-15.261478424072266,0.03055494837462902,0.03055494837462902,1,[21],[-15.261478424072266]
76,audi_prompt1,Logos,cars,4,2,2,ok,exact,-16.23777198791504,-16.23777198791504,-16.23777198791504,0.028877878561615944,0.028877878561615944,1,[17],[-16.23777198791504]
76,audi_prompt1,Logos,cars,4,3,3,ok,exact,-11.636210441589355,-11.636210441589355,-11.636210441589355,0.028877878561615944,0.028877878561615944,1,[18],[-11.636210441589355]
76,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.097147941589355,-10.097147941589355,-10.097147941589355,0.028877878561615944,0.028877878561615944,1,[19],[-10.097147941589355]
76,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.183085441589355,-15.183085441589355,-15.183085441589355,0.028877878561615944,0.028877878561615944,1,[20],[-15.183085441589355]
76,audi_prompt1,Logos,cars,4,6,6,ok,exact,-14.378397941589355,-14.378397941589355,-14.378397941589355,0.028877878561615944,0.028877878561615944,1,[21],[-14.378397941589355]
78,audi_prompt1,Logos,cars,4,2,2,ok,exact,-15.495820999145508,-15.495820999145508,-15.495820999145508,0.03020109422504902,0.03020109422504902,1,[17],[-15.495820999145508]
78,audi_prompt1,Logos,cars,4,3,3,ok,exact,-10.886445999145508,-10.886445999145508,-10.886445999145508,0.03020109422504902,0.03020109422504902,1,[18],[-10.886445999145508]
78,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.323945999145508,-10.323945999145508,-10.323945999145508,0.03020109422504902,0.03020109422504902,1,[19],[-10.323945999145508]
78,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.363008499145508,-15.363008499145508,-15.363008499145508,0.03020109422504902,0.03020109422504902,1,[20],[-15.363008499145508]
78,audi_prompt1,Logos,cars,4,6,6,ok,exact,-14.847383499145508,-14.847383499145508,-14.847383499145508,0.03020109422504902,0.03020109422504902,1,[21],[-14.847383499145508]
80,avocet_prompt1,Animals,animal,2,0,0,ok,exact,-16.84559440612793,-16.84559440612793,-16.84559440612793,0.016660287976264954,0.016660287976264954,1,[15],[-16.84559440612793]
80,avocet_prompt1,Animals,animal,2,1,1,ok,exact,-15.126845359802246,-15.126845359802246,-15.126845359802246,0.016660287976264954,0.016660287976264954,1,[16],[-15.126845359802246]
80,avocet_prompt1,Animals,animal,2,2,2,ok,exact,-7.392469882965088,-7.392469882965088,-7.392469882965088,0.016660287976264954,0.016660287976264954,1,[17],[-7.392469882965088]
80,avocet_prompt1,Animals,animal,2,3,3,ok,exact,-15.056532859802246,-15.056532859802246,-15.056532859802246,0.016660287976264954,0.016660287976264954,1,[18],[-15.056532859802246]
80,avocet_prompt1,Animals,animal,2,4,4,ok,exact,-14.564345359802246,-14.564345359802246,-14.564345359802246,0.016660287976264954,0.016660287976264954,1,[19],[-14.564345359802246]
82,bactrian_camel_prompt1,Animals,animal,4,2,2,ok,exact,-17.08695411682129,-17.08695411682129,-17.08695411682129,0.009880653582513332,0.009880653582513332,1,[17],[-17.08695411682129]
82,bactrian_camel_prompt1,Animals,animal,4,3,3,ok,exact,-16.45414161682129,-16.45414161682129,-16.45414161682129,0.009880653582513332,0.009880653582513332,1,[18],[-16.45414161682129]
82,bactrian_camel_prompt1,Animals,animal,4,4,4,ok,exact,-8.594767570495605,-8.594767570495605,-8.594767570495605,0.009880653582513332,0.009880653582513332,1,[19],[-8.594767570495605]
82,bactrian_camel_prompt1,Animals,animal,4,5,5,ok,exact,-18.72757911682129,-18.72757911682129,-18.72757911682129,0.009880653582513332,0.009880653582513332,1,[20],[-18.72757911682129]
82,bactrian_camel_prompt1,Animals,animal,4,6,6,ok,exact,-17.54789161682129,-17.54789161682129,-17.54789161682129,0.009880653582513332,0.009880653582513332,1,[21],[-17.54789161682129]
84,bighorn_sheep_prompt1,Animals,animal,4,2,2,ok,exact,-19.07954216003418,-19.07954216003418,-19.07954216003418,0.012772863730788231,0.012772863730788231,1,[17],[-19.07954216003418]
84,bighorn_sheep_prompt1,Animals,animal,4,3,3,ok,exact,-16.00141716003418,-16.00141716003418,-16.00141716003418,0.012772863730788231,0.012772863730788231,1,[18],[-16.00141716003418]
84,bighorn_sheep_prompt1,Animals,animal,4,4,4,ok,exact,-8.157668113708496,-8.157668113708496,-8.157668113708496,0.012772863730788231,0.012772863730788231,1,[19],[-8.157668113708496]
84,bighorn_sheep_prompt1,Animals,animal,4,5,5,ok,exact,-17.91547966003418,-17.91547966003418,-17.91547966003418,0.012772863730788231,0.012772863730788231,1,[20],[-17.91547966003418]
84,bighorn_sheep_prompt1,Animals,animal,4,6,6,ok,exact,-17.13422966003418,-17.13422966003418,-17.13422966003418,0.012772863730788231,0.012772863730788231,1,[21],[-17.13422966003418]
86,bison_prompt1,Animals,animal,4,2,2,ok,exact,-19.156984329223633,-19.156984329223633,-19.156984329223633,0.007175213657319546,0.007175213657319546,1,[17],[-19.156984329223633]
86,bison_prompt1,Animals,animal,4,3,3,ok,exact,-15.813233375549316,-15.813233375549316,-15.813233375549316,0.007175213657319546,0.007175213657319546,1,[18],[-15.813233375549316]
86,bison_prompt1,Animals,animal,4,4,4,ok,exact,-8.297608375549316,-8.297608375549316,-8.297608375549316,0.007175213657319546,0.007175213657319546,1,[19],[-8.297608375549316]
86,bison_prompt1,Animals,animal,4,5,5,ok,exact,-18.492921829223633,-18.492921829223633,-18.492921829223633,0.007175213657319546,0.007175213657319546,1,[20],[-18.492921829223633]
86,bison_prompt1,Animals,animal,4,6,6,ok,exact,-17.063234329223633,-17.063234329223633,-17.063234329223633,0.007175213657319546,0.007175213657319546,1,[21],[-17.063234329223633]
88,bobcat_prompt1,Animals,animal,4,2,2,ok,exact,-18.5955810546875,-18.5955810546875,-18.5955810546875,0.01570703089237213,0.01570703089237213,1,[17],[-18.5955810546875]
88,bobcat_prompt1,Animals,animal,4,3,3,ok,exact,-16.7752685546875,-16.7752685546875,-16.7752685546875,0.01570703089237213,0.01570703089237213,1,[18],[-16.7752685546875]
88,bobcat_prompt1,Animals,animal,4,4,4,ok,exact,-7.9549560546875,-7.9549560546875,-7.9549560546875,0.01570703089237213,0.01570703089237213,1,[19],[-7.9549560546875]
88,bobcat_prompt1,Animals,animal,4,5,5,ok,exact,-17.4237060546875,-17.4237060546875,-17.4237060546875,0.01570703089237213,0.01570703089237213,1,[20],[-17.4237060546875]
88,bobcat_prompt1,Animals,animal,4,6,6,ok,exact,-17.1971435546875,-17.1971435546875,-17.1971435546875,0.01570703089237213,0.01570703089237213,1,[21],[-17.1971435546875]
90,buffalo_prompt1,Animals,animal,4,2,2,ok,exact,-19.46160125732422,-19.46160125732422,-19.46160125732422,0.0066668628714978695,0.0066668628714978695,1,[17],[-19.46160125732422]
90,buffalo_prompt1,Animals,animal,4,3,3,ok,exact,-16.29753875732422,-16.29753875732422,-16.29753875732422,0.0066668628714978695,0.0066668628714978695,1,[18],[-16.29753875732422]
90,buffalo_prompt1,Animals,animal,4,4,4,ok,exact,-8.438162803649902,-8.438162803649902,-8.438162803649902,0.0066668628714978695,0.0066668628714978695,1,[19],[-8.438162803649902]
90,buffalo_prompt1,Animals,animal,4,5,5,ok,exact,-18.23503875732422,-18.23503875732422,-18.23503875732422,0.0066668628714978695,0.0066668628714978695,1,[20],[-18.23503875732422]
90,buffalo_prompt1,Animals,animal,4,6,6,ok,exact,-17.61785125732422,-17.61785125732422,-17.61785125732422,0.0066668628714978695,0.0066668628714978695,1,[21],[-17.61785125732422]
92,camel_prompt1,Animals,animal,4,2,2,ok,exact,-18.336660385131836,-18.336660385131836,-18.336660385131836,0.007380556780844927,0.007380556780844927,1,[17],[-18.336660385131836]
92,camel_prompt1,Animals,animal,4,3,3,ok,exact,-17.078847885131836,-17.078847885131836,-17.078847885131836,0.007380556780844927,0.007380556780844927,1,[18],[-17.078847885131836]
92,camel_prompt1,Animals,animal,4,4,4,ok,exact,-8.672597885131836,-8.672597885131836,-8.672597885131836,0.007380556780844927,0.007380556780844927,1,[19],[-8.672597885131836]
92,camel_prompt1,Animals,animal,4,5,5,ok,exact,-18.719472885131836,-18.719472885131836,-18.719472885131836,0.007380556780844927,0.007380556780844927,1,[20],[-18.719472885131836]
92,camel_prompt1,Animals,animal,4,6,6,ok,exact,-17.711660385131836,-17.711660385131836,-17.711660385131836,0.007380556780844927,0.007380556780844927,1,[21],[-17.711660385131836]
94,caracal_prompt1,Animals,animal,4,2,2,ok,exact,-18.704069137573242,-18.704069137573242,-18.704069137573242,0.009088780730962753,0.009088780730962753,1,[17],[-18.704069137573242]
94,caracal_prompt1,Animals,animal,4,3,3,ok,exact,-16.618131637573242,-16.618131637573242,-16.618131637573242,0.009088780730962753,0.009088780730962753,1,[18],[-16.618131637573242]
94,caracal_prompt1,Animals,animal,4,4,4,ok,exact,-7.829070091247559,-7.829070091247559,-7.829070091247559,0.009088780730962753,0.009088780730962753,1,[19],[-7.829070091247559]
94,caracal_prompt1,Animals,animal,4,5,5,ok,exact,-17.516569137573242,-17.516569137573242,-17.516569137573242,0.009088780730962753,0.009088780730962753,1,[20],[-17.516569137573242]
94,caracal_prompt1,Animals,animal,4,6,6,ok,exact,-17.344694137573242,-17.344694137573242,-17.344694137573242,0.009088780730962753,0.009088780730962753,1,[21],[-17.344694137573242]
96,caribou_prompt1,Animals,animal,4,2,2,ok,exact,-19.719900131225586,-19.719900131225586,-19.719900131225586,0.010766829364001751,0.010766829364001751,1,[17],[-19.719900131225586]
96,caribou_prompt1,Animals,animal,4,3,3,ok,exact,-16.438650131225586,-16.438650131225586,-16.438650131225586,0.010766829364001751,0.010766829364001751,1,[18],[-16.438650131225586]
96,caribou_prompt1,Animals,animal,4,4,4,ok,exact,-7.844900608062744,-7.844900608062744,-7.844900608062744,0.010766829364001751,0.010766829364001751,1,[19],[-7.844900608062744]
96,caribou_prompt1,Animals,animal,4,5,5,ok,exact,-18.048025131225586,-18.048025131225586,-18.048025131225586,0.010766829364001751,0.010766829364001751,1,[20],[-18.048025131225586]
96,caribou_prompt1,Animals,animal,4,6,6,ok,exact,-17.383962631225586,-17.383962631225586,-17.383962631225586,0.010766829364001751,0.010766829364001751,1,[21],[-17.383962631225586]
98,cassowary_prompt1,Animals,animal,2,0,0,ok,exact,-16.853214263916016,-16.853214263916016,-16.853214263916016,0.015259812586009502,0.015259812586009502,1,[15],[-16.853214263916016]
98,cassowary_prompt1,Animals,animal,2,1,1,ok,exact,-15.907901763916016,-15.907901763916016,-15.907901763916016,0.015259812586009502,0.015259812586009502,1,[16],[-15.907901763916016]
98,cassowary_prompt1,Animals,animal,2,2,2,ok,exact,-7.845401763916016,-7.845401763916016,-7.845401763916016,0.015259812586009502,0.015259812586009502,1,[17],[-7.845401763916016]
98,cassowary_prompt1,Animals,animal,2,3,3,ok,exact,-16.993839263916016,-16.993839263916016,-16.993839263916016,0.015259812586009502,0.015259812586009502,1,[18],[-16.993839263916016]
98,cassowary_prompt1,Animals,animal,2,4,4,ok,exact,-16.798526763916016,-16.798526763916016,-16.798526763916016,0.015259812586009502,0.015259812586009502,1,[19],[-16.798526763916016]
100,cheetah_prompt1,Animals,animal,4,2,2,ok,exact,-19.08698272705078,-19.08698272705078,-19.08698272705078,0.009850036352872849,0.009850036352872849,1,[17],[-19.08698272705078]
100,cheetah_prompt1,Animals,animal,4,3,3,ok,exact,-16.92292022705078,-16.92292022705078,-16.92292022705078,0.009850036352872849,0.009850036352872849,1,[18],[-16.92292022705078]
100,cheetah_prompt1,Animals,animal,4,4,4,ok,exact,-8.219796180725098,-8.219796180725098,-8.219796180725098,0.009850036352872849,0.009850036352872849,1,[19],[-8.219796180725098]
100,cheetah_prompt1,Animals,animal,4,5,5,ok,exact,-17.55573272705078,-17.55573272705078,-17.55573272705078,0.009850036352872849,0.009850036352872849,1,[20],[-17.55573272705078]
100,cheetah_prompt1,Animals,animal,4,6,6,ok,exact,-17.51667022705078,-17.51667022705078,-17.51667022705078,0.009850036352872849,0.009850036352872849,1,[21],[-17.51667022705078]
102,chicken_prompt1,Animals,animal,2,0,0,ok,exact,-16.674232482910156,-16.674232482910156,-16.674232482910156,0.02067021280527115,0.02067021280527115,1,[15],[-16.674232482910156]
102,chicken_prompt1,Animals,animal,2,1,1,ok,exact,-15.432044982910156,-15.432044982910156,-15.432044982910156,0.02067021280527115,0.02067021280527115,1,[16],[-15.432044982910156]
102,chicken_prompt1,Animals,animal,2,2,2,ok,exact,-7.080482482910156,-7.080482482910156,-7.080482482910156,0.02067021280527115,0.02067021280527115,1,[17],[-7.080482482910156]
102,chicken_prompt1,Animals,animal,2,3,3,ok,exact,-15.057044982910156,-15.057044982910156,-15.057044982910156,0.02067021280527115,0.02067021280527115,1,[18],[-15.057044982910156]
102,chicken_prompt1,Animals,animal,2,4,4,ok,exact,-16.057044982910156,-16.057044982910156,-16.057044982910156,0.02067021280527115,0.02067021280527115,1,[19],[-16.057044982910156]
104,cow_prompt1,Animals,animal,4,2,2,ok,exact,-19.399208068847656,-19.399208068847656,-19.399208068847656,0.007597730495035648,0.007597730495035648,1,[17],[-19.399208068847656]
104,cow_prompt1,Animals,animal,4,3,3,ok,exact,-17.297645568847656,-17.297645568847656,-17.297645568847656,0.007597730495035648,0.007597730495035648,1,[18],[-17.297645568847656]
104,cow_prompt1,Animals,animal,4,4,4,ok,exact,-8.31326961517334,-8.31326961517334,-8.31326961517334,0.007597730495035648,0.007597730495035648,1,[19],[-8.31326961517334]
104,cow_prompt1,Animals,animal,4,5,5,ok,exact,-18.617958068847656,-18.617958068847656,-18.617958068847656,0.007597730495035648,0.007597730495035648,1,[20],[-18.617958068847656]
104,cow_prompt1,Animals,animal,4,6,6,ok,exact,-18.313270568847656,-18.313270568847656,-18.313270568847656,0.007597730495035648,0.007597730495035648,1,[21],[-18.313270568847656]
106,coyote_prompt1,Animals,animal,4,2,2,ok,exact,-18.954458236694336,-18.954458236694336,-18.954458236694336,0.011869540438055992,0.011869540438055992,1,[17],[-18.954458236694336]
106,coyote_prompt1,Animals,animal,4,3,3,ok,exact,-16.618520736694336,-16.618520736694336,-16.618520736694336,0.011869540438055992,0.011869540438055992,1,[18],[-16.618520736694336]
106,coyote_prompt1,Animals,animal,4,4,4,ok,exact,-8.28258228302002,-8.28258228302002,-8.28258228302002,0.011869540438055992,0.011869540438055992,1,[19],[-8.28258228302002]
106,coyote_prompt1,Animals,animal,4,5,5,ok,exact,-17.813833236694336,-17.813833236694336,-17.813833236694336,0.011869540438055992,0.011869540438055992,1,[20],[-17.813833236694336]
106,coyote_prompt1,Animals,animal,4,6,6,ok,exact,-17.384145736694336,-17.384145736694336,-17.384145736694336,0.011869540438055992,0.011869540438055992,1,[21],[-17.384145736694336]
108,crane_prompt1,Animals,animal,2,0,0,ok,exact,-17.525781631469727,-17.525781631469727,-17.525781631469727,0.020032973960042,0.020032973960042,1,[15],[-17.525781631469727]
108,crane_prompt1,Animals,animal,2,1,1,ok,exact,-16.088281631469727,-16.088281631469727,-16.088281631469727,0.020032973960042,0.020032973960042,1,[16],[-16.088281631469727]
108,crane_prompt1,Animals,animal,2,2,2,ok,exact,-7.86171817779541,-7.86171817779541,-7.86171817779541,0.020032973960042,0.020032973960042,1,[17],[-7.86171817779541]
108,crane_prompt1,Animals,animal,2,3,3,ok,exact,-15.63515567779541,-15.63515567779541,-15.63515567779541,0.020032973960042,0.020032973960042,1,[18],[-15.63515567779541]
108,crane_prompt1,Animals,animal,2,4,4,ok,exact,-16.033594131469727,-16.033594131469727,-16.033594131469727,0.020032973960042,0.020032973960042,1,[19],[-16.033594131469727]
110,deer_prompt1,Animals,animal,4,2,2,ok,exact,-20.563159942626953,-20.563159942626953,-20.563159942626953,0.00662190979346633,0.00662190979346633,1,[17],[-20.563159942626953]
110,deer_prompt1,Animals,animal,4,3,3,ok,exact,-17.703784942626953,-17.703784942626953,-17.703784942626953,0.00662190979346633,0.00662190979346633,1,[18],[-17.703784942626953]
110,deer_prompt1,Animals,animal,4,4,4,ok,exact,-8.688159942626953,-8.688159942626953,-8.688159942626953,0.00662190979346633,0.00662190979346633,1,[19],[-8.688159942626953]
110,deer_prompt1,Animals,animal,4,5,5,ok,exact,-19.289722442626953,-19.289722442626953,-19.289722442626953,0.00662190979346633,0.00662190979346633,1,[20],[-19.289722442626953]
110,deer_prompt1,Animals,animal,4,6,6,ok,exact,-17.860034942626953,-17.860034942626953,-17.860034942626953,0.00662190979346633,0.00662190979346633,1,[21],[-17.860034942626953]
112,dingo_prompt1,Animals,animal,4,2,2,ok,exact,-18.993152618408203,-18.993152618408203,-18.993152618408203,0.009137922897934914,0.009137922897934914,1,[17],[-18.993152618408203]
112,dingo_prompt1,Animals,animal,4,3,3,ok,exact,-16.954090118408203,-16.954090118408203,-16.954090118408203,0.009137922897934914,0.009137922897934914,1,[18],[-16.954090118408203]
112,dingo_prompt1,Animals,animal,4,4,4,ok,exact,-8.157215118408203,-8.157215118408203,-8.157215118408203,0.009137922897934914,0.009137922897934914,1,[19],[-8.157215118408203]
112,dingo_prompt1,Animals,animal,4,5,5,ok,exact,-17.915027618408203,-17.915027618408203,-17.915027618408203,0.009137922897934914,0.009137922897934914,1,[20],[-17.915027618408203]
112,dingo_prompt1,Animals,animal,4,6,6,ok,exact,-17.204090118408203,-17.204090118408203,-17.204090118408203,0.009137922897934914,0.009137922897934914,1,[21],[-17.204090118408203]
114,domestic_cat_prompt1,Animals,animal,4,2,2,ok,exact,-18.477706909179688,-18.477706909179688,-18.477706909179688,0.010804643854498863,0.010804643854498863,1,[17],[-18.477706909179688]
114,domestic_cat_prompt1,Animals,animal,4,3,3,ok,exact,-17.251144409179688,-17.251144409179688,-17.251144409179688,0.010804643854498863,0.010804643854498863,1,[18],[-17.251144409179688]
114,domestic_cat_prompt1,Animals,animal,4,4,4,ok,exact,-7.860518455505371,-7.860518455505371,-7.860518455505371,0.010804643854498863,0.010804643854498863,1,[19],[-7.860518455505371]
114,domestic_cat_prompt1,Animals,animal,4,5,5,ok,exact,-17.790206909179688,-17.790206909179688,-17.790206909179688,0.010804643854498863,0.010804643854498863,1,[20],[-17.790206909179688]
114,domestic_cat_prompt1,Animals,animal,4,6,6,ok,exact,-17.633956909179688,-17.633956909179688,-17.633956909179688,0.010804643854498863,0.010804643854498863,1,[21],[-17.633956909179688]
116,domestic_dog_prompt1,Animals,animal,4,2,2,ok,exact,-17.946685791015625,-17.946685791015625,-17.946685791015625,0.012503530830144882,0.012503530830144882,1,[17],[-17.946685791015625]
116,domestic_dog_prompt1,Animals,animal,4,3,3,ok,exact,-16.813873291015625,-16.813873291015625,-16.813873291015625,0.012503530830144882,0.012503530830144882,1,[18],[-16.813873291015625]
116,domestic_dog_prompt1,Animals,animal,4,4,4,ok,exact,-7.782622814178467,-7.782622814178467,-7.782622814178467,0.012503530830144882,0.012503530830144882,1,[19],[-7.782622814178467]
