idx,ID,topic,sub_topic,ground_truth_num,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,entropy_step1,entropy_mean,n_tokens,candidate_token_ids,token_logprobs,model,model_key,source_file
184,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-4.244787216186523,-4.244787216186523,-4.244787216186523,1.336215853691101,1.336215853691101,1,[17],[-4.244787216186523],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
184,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-2.6041622161865234,-2.6041622161865234,-2.6041622161865234,1.336215853691101,1.336215853691101,1,[18],[-2.6041622161865234],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
184,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-1.026037335395813,-1.026037335395813,-1.026037335395813,1.336215853691101,1.336215853691101,1,[19],[-1.026037335395813],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
184,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.541662216186523,-4.541662216186523,-4.541662216186523,1.336215853691101,1.336215853691101,1,[20],[-4.541662216186523],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
186,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268.0,834.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-4.443143844604492,-4.443143844604492,-4.443143844604492,1.294714093208313,1.294714093208313,1,[16],[-4.443143844604492],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
186,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268.0,834.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-3.9118940830230713,-3.9118940830230713,-3.9118940830230713,1.294714093208313,1.294714093208313,1,[17],[-3.9118940830230713],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
186,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268.0,834.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-1.8962690830230715,-1.8962690830230715,-1.8962690830230715,1.294714093208313,1.294714093208313,1,[18],[-1.8962690830230713],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
186,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268.0,834.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-0.5837690234184265,-0.5837690234184265,-0.5837690234184265,1.294714093208313,1.294714093208313,1,[19],[-0.5837690234184265],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
186,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268.0,834.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.786893844604492,-4.786893844604492,-4.786893844604492,1.294714093208313,1.294714093208313,1,[20],[-4.786893844604492],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
188,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-4.536239147186279,-4.536239147186279,-4.536239147186279,1.0933579206466677,1.0933579206466677,1,[16],[-4.536239147186279],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
188,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-3.8487391471862793,-3.8487391471862793,-3.8487391471862793,1.0933579206466677,1.0933579206466677,1,[17],[-3.8487391471862793],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
188,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-3.2862391471862797,-3.2862391471862797,-3.2862391471862797,1.0933579206466677,1.0933579206466677,1,[18],[-3.2862391471862793],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
188,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-1.2237392663955688,-1.2237392663955688,-1.2237392663955688,1.0933579206466677,1.0933579206466677,1,[19],[-1.2237392663955688],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
188,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-5.864364147186279,-5.864364147186279,-5.864364147186279,1.0933579206466677,1.0933579206466677,1,[20],[-5.864364147186279],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
190,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-3.482566595077514,-3.482566595077514,-3.482566595077514,1.47786545753479,1.47786545753479,1,[16],[-3.4825665950775146],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
190,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-2.920066595077514,-2.920066595077514,-2.920066595077514,1.47786545753479,1.47786545753479,1,[17],[-2.9200665950775146],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
190,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-2.357566595077514,-2.357566595077514,-2.357566595077514,1.47786545753479,1.47786545753479,1,[18],[-2.3575665950775146],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
190,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-0.7794415950775146,-0.7794415950775146,-0.7794415950775146,1.47786545753479,1.47786545753479,1,[19],[-0.7794415950775146],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
190,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.232566833496094,-4.232566833496094,-4.232566833496094,1.47786545753479,1.47786545753479,1,[20],[-4.232566833496094],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
192,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424.0,706.0,448.0,222.0,"(1, 2258)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-5.865575790405273,-5.865575790405273,-5.865575790405273,0.7319677472114563,0.7319677472114563,1,[16],[-5.865575790405273],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
192,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424.0,706.0,448.0,222.0,"(1, 2258)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-4.162450790405273,-4.162450790405273,-4.162450790405273,0.7319677472114563,0.7319677472114563,1,[17],[-4.162450790405273],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
192,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424.0,706.0,448.0,222.0,"(1, 2258)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-2.9280755519866943,-2.9280755519866943,-2.9280755519866943,0.7319677472114563,0.7319677472114563,1,[18],[-2.9280755519866943],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
192,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424.0,706.0,448.0,222.0,"(1, 2258)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-2.4905755519866943,-2.4905755519866943,-2.4905755519866943,0.7319677472114563,0.7319677472114563,1,[19],[-2.4905755519866943],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
192,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424.0,706.0,448.0,222.0,"(1, 2258)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-5.834325790405273,-5.834325790405273,-5.834325790405273,0.7319677472114563,0.7319677472114563,1,[20],[-5.834325790405273],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
194,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,672.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-3.986559391021729,-3.986559391021729,-3.986559391021729,1.2915948629379272,1.2915948629379272,1,[16],[-3.9865593910217285],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
194,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,672.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-4.1740593910217285,-4.1740593910217285,-4.1740593910217285,1.2915948629379272,1.2915948629379272,1,[17],[-4.1740593910217285],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
194,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,672.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-3.1428093910217285,-3.1428093910217285,-3.1428093910217285,1.2915948629379272,1.2915948629379272,1,[18],[-3.1428093910217285],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
194,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,672.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-1.3771843910217283,-1.3771843910217283,-1.3771843910217283,1.2915948629379272,1.2915948629379272,1,[19],[-1.3771843910217285],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
194,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,672.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.5021843910217285,-4.5021843910217285,-4.5021843910217285,1.2915948629379272,1.2915948629379272,1,[20],[-4.5021843910217285],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
196,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-4.266804218292236,-4.266804218292236,-4.266804218292236,1.4637914896011353,1.4637914896011353,1,[16],[-4.266804218292236],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
196,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-3.563678979873657,-3.563678979873657,-3.563678979873657,1.4637914896011353,1.4637914896011353,1,[17],[-3.5636789798736572],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
196,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-1.7043039798736572,-1.7043039798736572,-1.7043039798736572,1.4637914896011353,1.4637914896011353,1,[18],[-1.7043039798736572],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
196,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-0.969929039478302,-0.969929039478302,-0.969929039478302,1.4637914896011353,1.4637914896011353,1,[19],[-0.969929039478302],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
196,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.829304218292236,-4.829304218292236,-4.829304218292236,1.4637914896011353,1.4637914896011353,1,[20],[-4.829304218292236],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
198,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-5.424887180328369,-5.424887180328369,-5.424887180328369,0.9249746799468994,0.9249746799468994,1,[16],[-5.424887180328369],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
198,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-5.315512180328369,-5.315512180328369,-5.315512180328369,0.9249746799468994,0.9249746799468994,1,[17],[-5.315512180328369],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
198,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-3.034262418746948,-3.034262418746948,-3.034262418746948,0.9249746799468994,0.9249746799468994,1,[18],[-3.0342624187469482],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
198,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-1.815512418746948,-1.815512418746948,-1.815512418746948,0.9249746799468994,0.9249746799468994,1,[19],[-1.8155124187469482],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
198,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-5.190512180328369,-5.190512180328369,-5.190512180328369,0.9249746799468994,0.9249746799468994,1,[20],[-5.190512180328369],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
200,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530.0,1020.0,448.0,298.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-5.676395416259766,-5.676395416259766,-5.676395416259766,0.8630350828170776,0.8630350828170776,1,[16],[-5.676395416259766],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
200,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530.0,1020.0,448.0,298.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-3.3170206546783447,-3.3170206546783447,-3.3170206546783447,0.8630350828170776,0.8630350828170776,1,[17],[-3.3170206546783447],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
200,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530.0,1020.0,448.0,298.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-3.0045206546783447,-3.0045206546783447,-3.0045206546783447,0.8630350828170776,0.8630350828170776,1,[18],[-3.0045206546783447],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
200,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530.0,1020.0,448.0,298.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-2.1607706546783447,-2.1607706546783447,-2.1607706546783447,0.8630350828170776,0.8630350828170776,1,[19],[-2.1607706546783447],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
200,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530.0,1020.0,448.0,298.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-5.488895416259766,-5.488895416259766,-5.488895416259766,0.8630350828170776,0.8630350828170776,1,[20],[-5.488895416259766],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
202,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626.0,1074.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-5.249683380126953,-5.249683380126953,-5.249683380126953,0.9887656569480896,0.9887656569480896,1,[16],[-5.249683380126953],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
202,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626.0,1074.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-4.530933380126953,-4.530933380126953,-4.530933380126953,0.9887656569480896,0.9887656569480896,1,[17],[-4.530933380126953],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
202,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626.0,1074.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-0.3746834695339203,-0.3746834695339203,-0.3746834695339203,0.9887656569480896,0.9887656569480896,1,[18],[-0.3746834695339203],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
202,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626.0,1074.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-2.718433380126953,-2.718433380126953,-2.718433380126953,0.9887656569480896,0.9887656569480896,1,[19],[-2.718433380126953],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
202,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626.0,1074.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-5.819995880126953,-5.819995880126953,-5.819995880126953,0.9887656569480896,0.9887656569480896,1,[20],[-5.819995880126953],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
204,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-3.566884756088257,-3.566884756088257,-3.566884756088257,1.3628697395324707,1.3628697395324707,1,[16],[-3.566884756088257],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
204,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-4.379384994506836,-4.379384994506836,-4.379384994506836,1.3628697395324707,1.3628697395324707,1,[17],[-4.379384994506836],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
204,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-2.738759756088257,-2.738759756088257,-2.738759756088257,1.3628697395324707,1.3628697395324707,1,[18],[-2.738759756088257],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
204,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-1.1137597560882568,-1.1137597560882568,-1.1137597560882568,1.3628697395324707,1.3628697395324707,1,[19],[-1.1137597560882568],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
204,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.848134994506836,-4.848134994506836,-4.848134994506836,1.3628697395324707,1.3628697395324707,1,[20],[-4.848134994506836],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
206,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290.0,852.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-4.499680519104004,-4.499680519104004,-4.499680519104004,1.5177772045135498,1.5177772045135498,1,[16],[-4.499680519104004],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
206,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290.0,852.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-3.015305519104004,-3.015305519104004,-3.015305519104004,1.5177772045135498,1.5177772045135498,1,[17],[-3.015305519104004],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
206,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290.0,852.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-1.562180519104004,-1.562180519104004,-1.562180519104004,1.5177772045135498,1.5177772045135498,1,[18],[-1.562180519104004],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
206,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290.0,852.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-0.937180519104004,-0.937180519104004,-0.937180519104004,1.5177772045135498,1.5177772045135498,1,[19],[-0.9371805191040039],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
206,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290.0,852.0,448.0,295.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-4.718430519104004,-4.718430519104004,-4.718430519104004,1.5177772045135498,1.5177772045135498,1,[20],[-4.718430519104004],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
208,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,718.0,448.0,314.0,"(1, 1826)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-5.178928375244141,-5.178928375244141,-5.178928375244141,1.1948541402816772,1.1948541402816772,1,[16],[-5.178928375244141],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
208,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,718.0,448.0,314.0,"(1, 1826)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-5.085178375244141,-5.085178375244141,-5.085178375244141,1.1948541402816772,1.1948541402816772,1,[17],[-5.085178375244141],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
208,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,718.0,448.0,314.0,"(1, 1826)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-2.538303136825561,-2.538303136825561,-2.538303136825561,1.1948541402816772,1.1948541402816772,1,[18],[-2.5383031368255615],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
208,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,718.0,448.0,314.0,"(1, 1826)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-1.1476781368255615,-1.1476781368255615,-1.1476781368255615,1.1948541402816772,1.1948541402816772,1,[19],[-1.1476781368255615],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
208,maserati_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,718.0,448.0,314.0,"(1, 1826)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-5.210178375244141,-5.210178375244141,-5.210178375244141,1.1948541402816772,1.1948541402816772,1,[20],[-5.210178375244141],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
210,mercedes_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878.0,1024.0,384.0,448.0,"(1, 1671)","(1, 3, 3, 384, 384)",3.0,1,1,ok,exact,-5.073818206787109,-5.073818206787109,-5.073818206787109,1.1169084310531616,1.1169084310531616,1,[16],[-5.073818206787109],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
210,mercedes_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878.0,1024.0,384.0,448.0,"(1, 1671)","(1, 3, 3, 384, 384)",3.0,2,2,ok,exact,-5.605068206787109,-5.605068206787109,-5.605068206787109,1.1169084310531616,1.1169084310531616,1,[17],[-5.605068206787109],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
210,mercedes_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878.0,1024.0,384.0,448.0,"(1, 1671)","(1, 3, 3, 384, 384)",3.0,3,3,ok,exact,-1.4956932067871094,-1.4956932067871094,-1.4956932067871094,1.1169084310531616,1.1169084310531616,1,[18],[-1.4956932067871094],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
210,mercedes_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878.0,1024.0,384.0,448.0,"(1, 1671)","(1, 3, 3, 384, 384)",3.0,4,4,ok,exact,-3.4800682067871094,-3.4800682067871094,-3.4800682067871094,1.1169084310531616,1.1169084310531616,1,[19],[-3.4800682067871094],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
210,mercedes_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878.0,1024.0,384.0,448.0,"(1, 1671)","(1, 3, 3, 384, 384)",3.0,5,5,ok,exact,-2.5738182067871094,-2.5738182067871094,-2.5738182067871094,1.1169084310531616,1.1169084310531616,1,[20],[-2.5738182067871094],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
212,mercedes_prompt1,Logos,cars,3,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,1024.0,448.0,448.0,"(1, 3745)","(1, 5, 3, 384, 384)",5.0,1,1,ok,exact,-6.469951152801514,-6.469951152801514,-6.469951152801514,0.8707827925682068,0.8707827925682068,1,[16],[-6.469951152801514],LLaVA-OV-7B,llava,llava_original_sequence_candidates.csv
