idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,detected_digit,detected_token_text,answer_step,candidate_policy,candidate_set,valid_single_token_candidates,skipped_multitoken_candidates,gt_token_id,gt_token_variant,gt_logprob_token,proxy_bias_value,proxy_bias_token_id,proxy_bias_token_variant,proxy_bias_logprob_token,margin_token,prefers_gt_token,gt_rank_window_token,entropy_token,num_valid_single_token_candidates,num_skipped_multitoken_candidates,generated_matches_proxy,full_hallucination,model,model_key,source_file,task,gt_num_eval,pred_num_eval,proxy_num_eval,correct_numeric_eval,proxy_confusion,outcome
212,mercedes_prompt1,original_images/images/mercedes-benz_black_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,1024.0,448.0,448.0,"(1, 3745)","(1, 5, 3, 384, 384)",5.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.2926779091358185,4,19,4,-2.355177879333496,2.0624999701976776,True,1,0.9201295971870422,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,4,True,False,correct
214,mercedes_prompt1,original_images/images/mercedes-benz_black_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.0230612754821775,5,20,5,-1.3355612754821775,0.3125,True,1,1.4834368228912354,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
216,mercedes_prompt1,original_images/images/mercedes-benz_black_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6657443642616272,5,20,5,-1.6344943046569824,0.9687499403953552,True,1,1.3878995180130005,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
218,mercedes_prompt1,original_images/images/mercedes-benz_gray_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.2130422592163086,5,20,5,-1.1974172592163086,-0.015625,False,2,1.5574781894683838,5,0,True,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,5.0,5,False,True,proxy confusion
220,mercedes_prompt1,original_images/images/mercedes-benz_gray_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1774)","(1, 3, 3, 384, 384)",3.0,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1487863063812256,5,20,5,-1.1019113063812256,-0.046875,False,2,1.576216220855713,5,0,True,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,5.0,5,False,True,proxy confusion
222,mercedes_prompt1,original_images/images/mercedes-benz_gray_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,637.0,448.0,278.0,"(1, 1990)","(1, 3, 3, 384, 384)",3.0,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1538468599319458,5,20,5,-1.1225968599319458,-0.03125,False,2,1.50965416431427,5,0,True,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,5.0,5,False,True,proxy confusion
224,mercedes_prompt1,original_images/images/mercedes-benz_gray_sedan_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.105963945388794,5,20,5,-1.215338945388794,0.109375,True,1,1.5068742036819458,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
226,mercedes_prompt1,original_images/images/mercedes-benz_gray_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,769.0,448.0,336.0,"(1, 1774)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1905337572097778,5,20,5,-1.2686587572097778,0.078125,True,1,1.587116003036499,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
228,mercedes_prompt1,original_images/images/mercedes-benz_white_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,608.0,448.0,266.0,"(1, 2044)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.068008303642273,5,20,5,-1.146133303642273,0.078125,True,1,1.5586495399475098,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
230,mercedes_prompt1,original_images/images/mercedes-benz_white_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,683.0,448.0,298.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6581622362136841,5,20,5,-2.0175371170043945,1.3593748807907104,True,1,1.3763535022735596,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
232,mercedes_prompt1,original_images/images/mercedes-benz_white_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,754.0,1014.0,333.0,448.0,"(1, 1783)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.9875965118408204,5,20,5,-1.2688465118408203,0.28125,True,1,1.5255634784698486,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
234,mercedes_prompt1,original_images/images/mercedes-benz_white_sedan_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.2900052070617676,5,20,5,-0.9618801474571228,-0.3281250596046448,False,2,1.5520731210708618,5,0,True,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,5.0,5,False,True,proxy confusion
236,mercedes_prompt1,original_images/images/mercedes-benz_white_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1882)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6247342228889465,5,20,5,-1.7809841632843018,1.1562499403953552,True,1,1.3588839769363403,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
238,mercedes_prompt1,original_images/images/mercedes.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1168.0,738.0,448.0,283.0,"(1, 1936)","(1, 3, 3, 384, 384)",3.0,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.812143087387085,5,20,5,-1.577768087387085,0.765625,True,1,1.477280616760254,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,3.0,5,True,False,correct
240,moose_prompt1,original_images/images/moose.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,681.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0097354855388402,2,17,2,-6.822235584259033,6.812500098720193,True,1,0.0711573660373687,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
242,mountain_goat_prompt1,original_images/images/mountain goat.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0061488267965614,2,17,2,-6.724898815155029,6.718749988358468,True,1,0.048534270375967,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
244,mule_prompt1,original_images/images/mule.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,785.0,448.0,343.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0044482806697487,2,17,2,-6.645073413848877,6.640625133179128,True,1,0.0363934077322483,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
246,ocelot_prompt1,original_images/images/ocelot.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,618.0,448.0,270.0,"(1, 1983)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0120987361297011,2,17,2,-6.308973789215088,6.296875053085387,True,1,0.0881205797195434,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
248,okapi_prompt1,original_images/images/okapi.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,671.0,448.0,293.0,"(1, 1929)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0049096029251813,2,17,2,-6.911159515380859,6.906249912455678,True,1,0.0401721633970737,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
250,ostrich_prompt1,original_images/images/ostrich.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,713.0,448.0,311.0,"(1, 1821)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.017069686204195,4,19,4,-4.798319816589356,4.78125013038516,True,1,0.111607551574707,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,4,True,False,correct
252,oystercatcher_prompt1,original_images/images/oystercatcher.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,691.0,448.0,302.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0067319264635443,1,16,1,-5.912981986999512,5.906250060535967,True,1,0.0500172600150108,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,1,True,False,correct
254,peacock_prompt1,original_images/images/peacock.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,866.0,448.0,378.0,"(1, 1659)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0209937579929828,4,19,4,-4.520993709564209,4.499999951571226,True,1,0.1300612688064575,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,4,True,False,correct
256,pig_prompt1,original_images/images/pig.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004821341484785,2,17,2,-7.207946300506592,7.203124959021807,True,1,0.0368926636874675,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
258,plover_prompt1,original_images/images/plover.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0054929512552917,1,16,1,-6.8023681640625,6.796875212807208,True,1,0.0417350493371486,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,1,True,False,correct
260,pronghorn_prompt1,original_images/images/pronghorn.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,681.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0052447821944952,2,17,2,-6.333369731903076,6.328124949708581,True,1,0.042029071599245,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
262,puma_prompt1,original_images/images/puma.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,688.0,448.0,301.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0069034872576594,2,17,2,-6.022528648376465,6.015625161118805,True,1,0.0549462810158729,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
264,rabbit_prompt1,original_images/images/rabbit.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,707.0,448.0,309.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0135063426569104,2,17,2,-5.591631412506104,5.578125069849193,True,1,0.0946359932422638,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
266,red_fox_prompt1,original_images/images/red fox.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,618.0,448.0,270.0,"(1, 1983)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0067693432793021,2,17,2,-7.084894180297852,7.078124837018549,True,1,0.0535077974200248,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
268,red_wolf_prompt1,original_images/images/red wolf.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,617.0,448.0,269.0,"(1, 1983)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00311960442923,2,17,2,-7.628119468688965,7.624999864259735,True,1,0.0279939994215965,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
270,reindeer_prompt1,original_images/images/reindeer.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0202905461192131,2,17,2,-5.770290374755859,5.749999828636646,True,1,0.1270752549171447,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
272,rhea_prompt1,original_images/images/rhea.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,872.0,448.0,381.0,"(1, 1659)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0110762743279337,4,19,4,-5.1360764503479,5.125000176019967,True,1,0.0765228345990181,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,4,True,False,correct
274,rooster_prompt1,original_images/images/rooster.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,752.0,448.0,329.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0095874341204762,4,19,4,-6.056462287902832,6.046874853782356,True,1,0.0694845616817474,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,4,True,False,correct
276,sandpiper_prompt1,original_images/images/sandpiper.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0051259524188935,1,16,1,-6.567625999450684,6.56250004703179,True,1,0.0404275134205818,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,1,True,False,correct
278,secretary_bird_prompt1,original_images/images/secretary bird.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0115374950692057,3,18,3,-5.620912551879883,5.609375056810677,True,1,0.0817033797502517,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,2,2.0,3,True,False,correct
280,serval_prompt1,original_images/images/serval.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,690.0,448.0,301.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0063247517682611,2,17,2,-6.584449768066406,6.578125016298145,True,1,0.0495638214051723,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
